art_id,keyword,key_id
56643,effectiveness,3239
57278,efficacy,3241
44318,efficiency,3243
25389,egypt,3249
55632,eicosanoid,3252
45034,eicosapentaenoic acid,3253
47840,ejection fraction,3256
51288,elasticity,3259
57574,elderly,3264
52116,electric impedance,3267
53671,electrical stimulation,3268
55108,electroacupuncture,3269
55764,electrocardiography,3270
40801,electroencephalography,3272
56868,electron microscopy,3275
34738,electronic health record,3282
55349,electronic medical record,3284
55271,electrophysiology,3286
54396,elementary school,3287
33683,elevated blood pressure,3289
52332,elisa,3294
53379,embodiment,3305
57144,embryo,3306
34033,emergency,3307
52925,emergency department,3308
57128,emergency medicine,3309
56141,emotion,3315
53356,emotion regulation,3316
56035,emotional eating,3321
24978,empagliflozin,3329
57382,employment,3337
39914,encephalocele,3344
57073,endocannabinoid,3348
53596,endocannabinoid system,3349
48247,endocrine,3350
47453,endocrine disruptor,3354
57586,endocrinology,3356
54150,endogeneity,3360
49984,endoluminal,3366
57679,endometrial cancer,3371
51296,endometrial carcinoma,3372
55492,endometrial hyperplasia,3373
54937,endometrial neoplasms,3374
43886,endometriosis,3376
53216,endometrium,3377
57174,endoplasmic reticulum,3378
57311,endoplasmic reticulum stress,3379
53275,endoscopic retrograde cholangiopancreatography,3381
54915,endoscopy,3385
57660,endothelial dysfunction,3390
57602,endothelial function,3391
54949,endothelial nitric oxide synthase,3393
51687,endothelial progenitor cell,3394
41522,endothelin,3395
54079,endothelin 1,3396
57798,endothelium,3397
42446,endotoxemia,3402
47251,endotoxin,3403
57104,end-stage renal disease,3405
57284,endurance,3406
43413,endurance training,3407
56998,energy,3409
53072,energy density,3413
57775,energy expenditure,3415
57778,energy homeostasis,3418
57063,energy intake,3419
57501,energy metabolism,3420
47236,energy regulation,3421
57443,energy restriction,3422
53932,england,3426
56679,enos,3430
56081,enoxaparin,3431
53823,enpp1,3432
55871,enteral nutrition,3434
41430,enteroendocrine cell,3437
57213,environment,3442
38719,environment design,3444
47350,environmental factor,3450
36109,environmental health,3451
55176,environmental intervention,3453
48032,enzyme inhibition,3458
56868,eosinophil,3461
57547,epicardial adipose tissue,3467
57653,epicardial fat,3468
51377,epidemic,3471
55308,epidemiologic,3472
50246,epidemiologic method,3474
57211,epidemiological study,3476
57788,epidemiology,3478
52051,epididymal fat,3482
45562,epidural,3484
38256,epigallocatechin gallate,3486
54713,epigallocatechin-3-gallate,3487
55885,epigenetic,3488
55431,epilepsy,3490
55651,epinephrine,3491
56030,epistasis,3495
31410,epode,3498
50614,epworth sleepiness scale,3500
54420,eq-5d,3501
57248,equine,3503
50780,equine metabolic syndrome,3504
51230,equine obesity,3505
56455,er stress,3507
57056,erectile dysfunction,3511
53042,erosion,3514
57588,erosive esophagitis,3515
24198,erysipelas,3520
44041,erythrocytes,3522
42852,e-selectin,3528
57283,esophageal adenocarcinoma,3529
51437,esophageal cancer,3531
56404,esophageal manometry,3533
50788,esophageal motility,3534
45498,esophagitis,3539
57283,esophagus,3542
53227,essential hypertension,3544
43714,estimated glomerular filtration rate,3547
57088,estradiol,3549
56405,estrogen,3550
56619,estrogen receptor,3552
53383,estrogen receptor alpha,3553
56850,ethanol,3556
56250,ethics,3559
53159,ethnic difference,3561
56060,ethnic group,3563
57539,ethnic minority,3565
57754,ethnicity,3567
50882,ethnography,3568
57586,etiology,3572
52852,euglycemic clamp,3576
56375,euglycemic hyperinsulinemic clamp,3577
57081,europe,3579
55960,european union,3582
57316,evaluation,3588
40190,event-related potential,3591
45809,evidence,3592
40540,evidence-based practice,3598
48011,evodiamine,3599
55433,evolution,3601
44318,ewl,3605
49271,excess body weight,3608
57402,excess weight,3610
54615,excessive daytime sleepiness,3613
45602,exclusive breastfeeding,3618
55339,executive function,3620
56803,exenatide,3622
51468,exendin-4,3624
57724,exercise,3625
57731,exercise capacity,3626
52166,exercise intensity,3630
55039,exercise intervention,3631
55168,exercise prescription,3635
45767,exercise test,3637
55204,exercise testing,3638
56540,exercise therapy,3639
45836,exercise tolerance,3640
55887,exercise training,3641
47500,exergame,3644
35997,exhaled nitric oxide,3648
47899,expectation,3651
52006,exposure,3674
57164,expression,3675
56035,external eating,3677
55341,extracellular matrix,3683
56922,extracellular signal-regulated kinase,3684
52191,extracellular signal-regulated kinases,3685
55231,extreme obesity,3691
51892,ezetimibe,3694
40890,factor,3703
45151,factor 5 leiden,3704
56048,factor analysis,3705
49369,failure,3712
36089,falls,3715
51985,familial aggregation,3716
48821,familial combined hyperlipidemia,3717
57461,family,3723
56284,family environment,3730
47929,family functioning,3731
56002,family health,3732
55357,family history,3733
49520,family history of diabetes,3734
54682,family meal,3737
56892,family practice,3740
54612,family structure,3742
55726,family therapy,3746
48665,family-based intervention,3748
57274,farnesoid x receptor,3754
57624,fast food,3756
56943,fasting,3762
57035,fasting blood glucose,3763
35961,fasting blood sugar,3764
50265,fasting insulin,3766
57594,fat,3770
56600,fat accumulation,3772
56545,fat cell,3775
51353,fat deposition,3778
57204,fat distribution,3780
55233,fat intake,3786
41704,fat loss,3787
56564,fat mass,3788
57296,fat mass and obesity-associated gene,3789
35916,fat mass index,3790
52166,fat metabolism,3791
56695,fat oxidation,3793
45446,fat percentage,3794
50187,fat talk,3803
56513,fat tax,3805
53138,fat tissue,3807
40975,fat/cd36,3809
34485,fat-free mass index,3812
57511,father,3813
48806,fatigue,3814
53895,fatness,3816
57713,fatty acid,3819
52803,fatty acid amide hydrolase,3820
52974,fatty acid binding protein,3821
51126,fatty acid binding protein 2,3822
50799,fatty acid binding protein 4,3824
52201,fatty acid composition,3825
56447,fatty acid metabolism,3827
57597,fatty acid oxidation,3828
55058,fatty acid profile,3829
56068,fatty acid synthase,3830
52442,fatty acid synthesis,3831
56086,fatty acid transport,3834
45034,fatty acid uptake,3836
57775,fatty liver,3838
54382,fda,3840
54892,feasibility,3843
53001,fecal incontinence,3846
57775,feeding,3857
57233,feeding behavior,3858
54630,feeding practice,3863
47911,feeding style,3865
50208,feline,3866
57729,female,3868
43141,female rats,3872
23653,female student,3875
55344,femur,3879
56632,fenofibrate,3881
34964,fermentation,3884
57734,ferritin,3887
57748,fertility,3888
53600,fetal,3890
40131,fetal development,3894
57567,fetal growth,3896
56830,fetal macrosomia,3898
42875,fetal origins hypothesis,3900
56744,fetal programming,3902
56522,fetus,3904
43126,fev1,3905
36169,fever,3906
57693,fiber,3909
56879,fibrate,3913
54777,fibrinogen,3916
54399,fibrinolysis,3917
56978,fibromyalgia,3920
57734,fibrosis,3924
43298,finland,3938
36233,firmicutes,3940
53375,first nations,3943
52277,first-degree relatives,3944
56682,fish,3947
57572,fish oil,3950
56935,fish protein,3951
55829,fistula,3954
42993,five-factor model,3959
44374,flatfoot,3963
53912,flavonoid,3966
44651,flaxseed,3975
55004,flow cytometry,3979
57660,flow mediated dilation,3981
35003,flow mediated vasodilation,3982
49627,fluoroscopy,3994
31598,fndc5,3996
57008,focal segmental glomerulosclerosis,3998
55749,focus group,4000
56350,folate,4003
56811,folic acid,4006
45066,follicular fluid,4008
44378,follistatin,4010
57373,follow up,4012
51850,follow up study,4013
57539,food,4015
55777,food access,4017
55928,food addiction,4019
54241,food advertising,4022
50667,food availability,4032
40508,food away from home,4034
56952,food choice,4037
57587,food consumption,4038
56665,food craving,4041
39414,food cue,4043
57791,food deprivation,4046
55321,food desert,4047
57281,food environment,4053
56143,food frequency questionnaire,4056
57063,food habit,4058
41860,food industry,4063
56074,food insecurity,4065
57579,food intake,4066
37941,food labeling,4075
55448,food marketing,4077
46161,food outlets,4078
56952,food pattern,4079
55818,food policy,4080
56028,food preference,4083
56664,food price,4085
48668,food reinforcement,4092
56590,food restriction,4096
51370,food reward,4098
55134,food security,4100
56655,food selection,4102
54650,food service,4103
54714,food stamp program,4106
52569,food supply,4110
35726,food tolerance,4114
44799,foot,4122
43126,forced vital capacity,4125
54171,forensic science,4130
56942,forskolin,4135
55740,foxo1,4140
57482,fracture,4147
53920,frailty,4151
54355,framing,4153
56926,framingham,4154
53672,framingham risk score,4156
52269,france,4158
56473,free fatty acid,4159
57554,free radical,4163
57751,fructose,4183
57057,fruit,4184
55505,fruit and vegetable,4185
56848,fruit and vegetable consumption,4186
56718,fruit juice,4190
57300,fucoxanthin,4197
40283,fullness,4201
56295,function,4204
49357,functional capacity,4206
57719,functional food,4209
38164,functional impairment,4212
55592,functional limitation,4213
55680,functional magnetic resonance imaging,4215
54860,fundoplication,4222
57415,g protein-coupled receptor,4227
56031,g protin-coupled receptor,4228
57315,gaba,4231
53069,gait,4235
54138,gait analysis,4236
48317,gait speed,4237
55004,gallbladder,4243
55907,gallic acid,4247
57666,gallstone,4248
46340,gallstone disease,4249
57538,gamma glutamyl transferase,4251
56569,gamma-glutamyl transferase,4254
40619,garcinia cambogia,4257
23350,garlic,4260
55088,gas chromatography,4261
56432,gastrectomy,4265
51291,gastric,4266
56558,gastric balloon,4269
57681,gastric band,4270
57553,gastric bypass,4273
57359,gastric cancer,4278
48587,gastric electrical stimulation,4281
56494,gastric emptying,4282
57752,gastric inhibitory polypeptide,4286
45890,gastric leak,4287
55507,gastric motility,4288
45143,gastric perforation,4291
36428,gastric plication,4292
39354,gastric surgery,4300
57283,gastroesophageal reflux,4310
57025,gastroesophageal reflux disease,4311
57680,gastro-gastric fistula,4313
49840,gastrointestinal bleeding,4316
54392,gastrointestinal hormone,4320
53559,gastrointestinal motility,4322
37904,gastrointestinal surgery,4325
35670,gastrointestinal symptom,4326
57273,gastrointestinal tract,4327
56808,gastrojejunal anastomosis,4328
49840,gastrojejunostomy,4329
38135,gastroparesis,4330
57599,gc-ms,4335
57753,gender,4342
57529,gender difference,4344
35910,gender identity,4346
55357,gene,4347
57345,gene expression,4348
57712,gene expression profiling,4351
54458,gene polymorphism,4356
49211,gene regulation,4358
54949,gene therapy,4359
53303,gene-diet interaction,4363
55233,gene-environment interaction,4365
55410,gene-exercise interaction,4366
57364,general anesthesia,4369
35567,general health,4370
49645,general obesity,4372
53812,general population,4374
57800,general practice,4375
52715,general practitioner,4376
57043,genetic,4385
55778,genetic association,4388
53791,genetic association study,4389
39213,genetic epidemiology,4393
32313,genetic factor,4395
57516,genetic polymorphism,4399
55884,genetic risk score,4402
50794,genetic susceptibility,4404
43350,genetic testing,4406
53028,genetic variant,4408
57443,genetic variation,4409
56978,genetics,4410
55976,genistein,4411
32490,genome,4412
55884,genome wide association study,4414
57325,genomic imprinting,4416
55035,genomics,4420
53529,genotype,4424
53369,genotype-phenotype correlation,4425
24850,genotyping,4426
54739,gentamicin,4427
55568,geographic information system,4429
43243,geography,4435
57053,gerd,4440
57800,geriatrics,4442
43093,german multicenter trial,4444
53157,germany,4445
53855,gestation,4447
53517,gestational age,4449
57648,gestational diabetes,4451
46926,gestational diabetes mellitus,4452
57046,gestational hypertension,4453
57740,gestational weight gain,4455
57256,gh,4457
55010,ghana,4459
57811,ghrelin,4462
46840,ginger,4470
46351,ginseng,4474
47241,girl,4477
54910,gleason score,4484
42127,glimepiride,4487
57658,glitazones,4489
46734,global health,4490
54914,globalization,4494
57433,glomerular filtration rate,4496
56764,glucagon,4499
57752,glucagon like peptide-1,4500
56526,glucagon like peptide-1 agonist,4501
56525,glucagon like peptide-1 analogue,4502
57739,glucocorticoid,4506
50871,glucocorticoid receptor,4508
41715,glucokinase,4511
55845,gluconeogenesis,4513
57626,glucose,4514
56184,glucose and lipid metabolism,4516
51600,glucose clamp technique,4518
56895,glucose control,4520
57106,glucose homeostasis,4522
48979,glucose oxidation,4527
57507,glucose tolerance test,4532
55697,glucose transport,4533
52193,glucose transporter,4534
55943,glucose uptake,4535
41671,glucose-dependent insulinotropic peptide,4538
57106,glucose-dependent insulinotropic polypeptide,4539
57224,glut 4,4544
55510,glutamate,4546
55815,glutathione,4550
57398,glutathione peroxidase,4551
52739,gluten-free diet,4553
57276,glycaemia,4554
56279,glycaemic control,4555
53883,glycaemic index,4556
50331,glycaemic load,4557
52059,glycated albumin,4558
52059,glycated haemoglobin,4559
51965,glycated hemoglobin,4561
57616,glycemia,4563
56126,glycemic control,4565
57465,glycemic index,4567
57465,glycemic load,4568
53907,glycerol,4570
53834,glyceroneogenesis,4572
36528,glycogen,4576
50794,glycolysis,4580
51677,glycosylated hemoglobin,4583
55615,goal setting,4594
44911,gonadotropin,4602
33039,goto-kakizaki rat,4604
57165,gout,4606
56289,governmentality,4609
30370,gps,4617
55153,graft survival,4619
30784,grazing,4627
31708,greater curvature plication,4628
45659,greece,4629
57189,green space,4631
56543,green tea,4632
38508,green tea extract,4633
47871,grounded theory,4640
51448,group therapy,4645
57030,growth,4650
54380,growth and development,4651
49715,growth chart,4652
56801,growth hormone,4656
57584,growth hormone deficiency,4657
56115,growth hormone secretagogue receptor,4661
43157,growth retardation,4667
56637,growth velocity,4669
54277,guatemala,4675
57145,guideline,4676
53010,guideline adherence,4677
57378,gut,4683
33453,gut flora,4687
57430,gut hormone,4688
56266,gut microbiota,4690
50820,gut peptides,4693
53525,gynecomastia,4699
51793,habit,4703
55065,habituation,4706
41177,haemodialysis,4707
56679,haplotype,4723
52162,haptoglobin,4724
54428,hba1c,4728
54408,head start,4736
52825,headache,4737
57692,health,4738
57694,health behavior,4746
52220,health belief,4749
57740,health care,4752
55864,health care cost,4753
48614,health care utilization,4757
34539,health communication,4761
55777,health disparity,4765
42522,health economics,4767
56029,health education,4768
57692,health indicator,4780
57189,health inequality,4781
36974,health insurance,4783
56769,health literacy,4785
50899,health outcome,4790
57041,health policy,4793
56129,health professional,4795
57726,health promotion,4797
54243,health psychology,4799
49062,health related quality of life,4800
45659,health risk,4801
38714,health risk factor,4803
55218,health services research,4808
56361,health status,4809
55728,health status disparity,4810
51899,health survey,4813
49648,healthcare,4821
55166,healthcare utilization,4827
39741,health-related quality of life,4830
50501,healthy diet,4835
57472,healthy eating,4836
41450,healthy eating index,4837
57216,healthy lifestyle,4844
36417,healthy subject,4849
50692,hearing loss,4853
56435,heart,4854
57162,heart disease,4857
56591,heart failure,4858
57330,heart rate,4860
55855,heart rate recovery,4862
57442,heart rate variability,4863
48852,heart transplantation,4864
49305,heartburn,4865
57536,heat shock protein,4866
54587,hedonic,4871
57380,height,4877
46411,helicobacter pylori,4884
45968,heme oxygenase,4890
43827,heme oxygenase-1,4891
55695,hemodialysis,4894
53764,hemodynamics,4896
57352,hemoglobin,4897
55609,hemoglobin a1c,4898
56382,hemorheology,4900
44811,hemorrhage,4901
56081,heparin,4903
50096,hepatectomy,4904
55286,hepatic fat,4910
52874,hepatic fibrosis,4912
55401,hepatic glucose production,4913
48915,hepatic insulin resistance,4915
57031,hepatitis,4924
56107,hepatitis b virus,4925
52790,hepatitis c virus,4926
48563,hepatocellular cancer,4928
56586,hepatocellular carcinoma,4929
30920,hepatocyte,4930
31926,hepatocytes,4932
48857,hepatosteatosis,4936
55940,hepatotoxicity,4937
55528,hepcidin,4938
35193,hepg2 cell,4940
44643,heredity,4948
54745,heritability,4952
54860,hernia,4953
53320,heterogeneity,4957
55783,hiatal hernia,4962
42699,high carbohydrate diet,4976
56891,high density lipoprotein,4978
57561,high density lipoprotein cholesterol,4979
56151,high fat,4980
57347,high fat diet,4981
55252,high fructose corn syrup,4984
53558,high performance liquid chromatography,4990
54116,high risk,4993
55904,high-density lipoprotein,4999
55243,high-fat,5001
57791,high-fat diet,5002
36365,high-fat diet-induced obesity,5003
57106,high-fat feeding,5004
55718,high-fructose corn syrup,5008
56470,highly active antiretroviral therapy,5013
57661,high-protein diet,5014
57538,high-sensitivity c-reactive protein,5017
15862,high-throughput screening,5021
56208,hip,5028
40511,hip arthroplasty,5029
57217,hip circumference,5030
57208,hip fracture,5031
54891,hip replacement,5032
57004,hippocampus,5036
52391,hirsutism,5037
56009,hispanic,5038
55916,hispanic american,5039
46679,hispanic/latino,5043
57759,histamine,5044
52905,histology,5046
44105,histopathology,5048
57685,history,5049
29125,hla,5051
45987,hmg-coa reductase,5052
32099,ho-1,5056
55423,home,5058
56603,home environment,5061
54609,home food environment,5063
49478,homeless,5067
53803,homeostasis model assessment,5069
57686,homeostasis model assessment of insulin resistance,5070
57038,homocysteine,5073
53053,hongkong,5081
55903,hormone,5088
55634,hormone replacement therapy,5092
57290,hormone therapy,5093
56649,hormones,5094
56922,hormone-sensitive lipase,5095
57248,horse,5096
56209,hospital,5097
55534,hospital length of stay,5099
54157,hospitalization,5102
47589,hot flashes,5105
41138,hot flushes,5106
54682,household,5108
47632,hpa,5115
54671,hpa axis,5116
57662,human,5118
56299,human immunodeficiency virus,5129
56541,human immunodeficiency virus infection,5130
56678,human immunodeficiency virus/aids,5131
52285,human microbiome,5133
13178,human skeletal muscle,5140
53801,humdisease,5148
55818,hunger,5151
49787,hydrogen peroxide,5158
56323,hyperactivity,5168
53667,hyperandrogenemia,5171
56709,hyperandrogenism,5172
42440,hypercaloric diet,5173
56298,hypercapnia,5174
57416,hypercholesterolemia,5175
51022,hypercoagulability,5176
52575,hypercortisolism,5177
35967,hyperemesis gravidarum,5178
57572,hyperglycemia,5182
56386,hyperglycemic clamp,5183
57466,hyperinsulinemia,5186
55088,hyperinsulinemic euglycemic clamp,5187
57119,hyperinsulinism,5189
57066,hyperleptinemia,5190
56954,hyperlipidemia,5192
40061,hyperoxaluria,5196
47476,hyperparathyroidism,5197
57415,hyperphagia,5198
56688,hyperplasia,5200
57646,hyperprolactinemia,5201
57728,hypertension,5206
36316,hyperthyroidism,5212
57599,hypertriglyceridemia,5213
52451,hypertriglyceridemic waist,5214
57029,hypertrophy,5216
56756,hyperuricaemia,5217
57366,hyperuricemia,5218
57660,hypocaloric diet,5222
38279,hypocretin,5224
43399,hypoglycaemia,5225
56185,hypoglycemia,5226
54454,hypogonadism,5229
49844,hypophagia,5234
40022,hypophosphatemia,5235
55857,hypopituitarism,5236
56843,hypospadias,5239
57332,hypothalamic obesity,5246
55522,hypothalamic-pituitary-adrenal axis,5247
57579,hypothalamus,5249
48760,hypothyroidism,5252
49952,hypoventilation,5254
39721,hypovitaminosis d,5256
52467,hypoxemia,5257
56226,hypoxia,5258
55442,hysterectomy,5262
42852,icam-1,5265
53981,identification,5271
51275,identity,5273
44639,idiopathic hirsutism,5274
57060,idiopathic intracranial hypertension,5275
56375,ileal interposition,5276
56916,ileal transposition,5277
19077,ilex paraguariensis,5279
57441,image quality,5283
56707,imaging,5286
55050,immigrant,5287
55656,immigration,5291
53287,immune,5293
31838,immune cell,5294
31421,immune function,5295
44366,immune response,5298
57117,immune system,5299
57490,immunity,5300
50982,immunoglobulin,5303
43022,immunoglobulin a nephropathy,5305
21155,immunoglobulin g,5306
57639,immunohistochemistry,5307
53344,immunology,5309
35918,immunometabolism,5310
56648,immunosuppression,5313
55773,impaired fasting glucose,5317
56328,impaired glucose regulation,5319
57775,impaired glucose tolerance,5320
50609,implantation,5324
56671,implementation,5325
55338,implicit attitudes,5332
54368,imprinting,5338
56798,impulsivity,5342
56705,in vitro,5347
57010,in vitro fertilization,5348
54729,in vivo,5350
53388,inactivity,5354
56179,incidence,5361
54190,incisional hernia,5365
57175,income,5367
57210,incretin,5372
56525,incretin therapy,5375
57305,incretins,5376
50580,india,5378
44267,indian,5380
41319,indication,5384
57280,indigenous,5386
56544,indirect calorimetry,5392
52926,individual differences,5394
32893,indonesia,5404
43438,inducible nitric oxide synthase,5406
45800,induction of labor,5407
55656,inequality,5410
56243,infancy,5413
57605,infant,5414
55603,infant feeding,5415
49088,infant formula,5416
42879,infant growth,5417
57175,infant mortality,5418
55694,infant nutrition,5419
48404,infant weight gain,5421
57112,infection,5423
57455,infertility,5427
57811,inflammation,5429
57805,inflammatory biomarker,5434
56973,inflammatory bowel disease,5435
52706,inflammatory cytokine,5436
57237,inflammatory marker,5438
51251,inflammatory response,5441
55389,infliximab,5443
57703,influenza,5444
47061,informed consent,5453
55766,ingestive behavior,5457
49980,inhaled corticosteroid,5459
54997,inhibition,5463
53085,inhibitor,5465
51084,inhibitory control,5466
56287,injury,5468
56756,innate immunity,5472
53931,inos,5474
48758,inpatient,5477
53026,insig2,5482
46429,insomnia,5484
55780,institute of medicine,5487
57231,instrumental variable,5493
25930,insula,5498
57720,insulin,5499
53383,insulin action,5501
43310,insulin analogue,5502
44570,insulin glargine,5507
54773,insulin receptor,5515
48449,insulin receptor substrate-1,5517
57798,insulin resistance,5520
57737,insulin secretion,5525
57720,insulin sensitivity,5526
55998,insulin sensitivity and resistance,5527
57466,insulin signaling,5529
54240,insulin signalling,5531
57235,insulin therapy,5532
56184,insulin tolerance,5533
55401,insulin tolerance test,5534
53308,insulin-like growth factor,5536
57586,insulin-like growth factor 1,5537
51812,insulinoma,5540
52686,insurance,5544
54587,intake,5546
57692,intellectual disability,5553
41803,intelligence,5554
56538,intensity,5556
57128,intensive care,5557
56431,intensive care unit,5558
51519,intention,5561
55139,interaction,5564
47881,interdisciplinary,5571
54667,interferon,5572
57099,intergenerational,5576
57580,interleukin,5578
43021,interleukin 1,5579
51255,interleukin 1 receptor,5582
41713,interleukin 1 receptor antagonist,5583
42205,interleukin 10,5584
52773,interleukin 10 receptor,5585
46342,interleukin 17 receptor,5588
44233,interleukin 18,5590
45983,interleukin 18 receptor,5591
57504,interleukin 6,5594
57604,interleukin 6 receptor,5595
53833,intermittent hypoxia,5604
49960,internal hernia,5606
49955,international comparison,5609
50613,international diabetic federation,5610
57510,internet,5611
36924,interpersonal relationship,5618
33538,intersectionality,5620
53230,interval training,5624
57804,intervention,5625
57570,intervention study,5633
56824,interventions,5636
49249,intestinal absorption,5641
56295,intestinal microbiota,5650
53232,intestinal obstruction,5652
35646,intestinal permeability,5654
57397,intestine,5655
56865,intima media thickness,5657
52986,intra-abdominal pressure,5660
36254,intracerebral hemorrhage,5664
56884,intracytoplasmic sperm injection,5671
57455,intragastric balloon,5672
52227,intramuscular fat,5678
56086,intramyocellular lipid,5682
52521,intraocular pressure,5684
57390,intrauterine growth restriction,5689
45945,intrauterine growth retardation,5690
53081,intravascular ultrasound,5691
41208,intravenous glucose tolerance test,5692
46995,intubation,5697
49752,intuitive eating,5698
50587,intussusception,5699
55026,inuit,5700
55377,inulin,5701
33240,invasion,5703
50173,inverse agonist,5704
36486,iotf,5712
53171,iq,5715
54597,ir,5716
57760,iran,5718
45385,iraq,5722
36536,ireland,5725
33323,irisin,5728
57337,iron,5729
55229,iron deficiency,5731
51333,iron deficiency anemia,5732
42545,iron metabolism,5733
41269,iron status,5735
37978,irritable bowel syndrome,5739
48244,ischaemia,5741
38532,ischaemic heart disease,5742
50899,ischemia,5743
54755,ischemia-reperfusion,5744
57528,ischemic heart disease,5747
56214,ischemic stroke,5748
57752,islet,5751
51910,islet of langerhan,5755
54737,isoflavone,5757
54351,isoprostane,5763
44763,israel,5767
57175,italy,5777
55164,itraq,5780
50129,iwqol-lite,5781
57465,japan,5788
57562,japanese,5789
44594,jejunoileal bypass,5795
47648,jejunojejunostomy,5796
44457,jejunum,5797
44385,jnk,5799
50147,jordan,5805
43133,junk food,5809
52558,juvenile idiopathic arthritis,5812
47639,kenya,5825
43176,ketamine,5826
57167,ketogenic diet,5830
57166,ketosis,5833
55862,kidney,5838
52614,kidney calculi,5839
55898,kidney cancer,5840
56852,kidney disease,5841
56895,kidney function,5844
50224,kidney neoplasms,5845
55994,kidney transplant,5846
57727,kidney transplantation,5847
56792,kindergarten,5854
27423,kinematics,5856
53759,kinetic,5857
52504,kkay mice,5863
56208,knee,5868
51434,knee arthroplasty,5869
57782,knee pain,5874
44169,knhanes,5878
47695,knockout,5880
57081,knowledge,5882
55557,korea,5887
46059,korean,5890
44169,korean adult,5892
45560,kupffer cell,5902
50416,labor,5907
56960,lactate,5912
57230,lactation,5914
32506,lactobacillus,5916
52478,lacunar infarction,5925
54680,laminitis,5930
47456,land use,5931
43495,language,5932
50557,lap band,5934
55398,laparoscopic,5935
57487,laparoscopic adjustable gastric banding,5936
47606,laparoscopic cholecystectomy,5939
37122,laparoscopic colectomy,5940
54564,laparoscopic repair,5947
49792,laparoscopic roux-en-y gastric bypass,5949
55786,laparoscopic sleeve gastrectomy,5951
57634,laparoscopic surgery,5952
57373,laparoscopy,5954
44555,laparotomy,5955
51176,lapband,5956
57459,large for gestational age,5960
49763,l-arginine,5962
46995,laryngoscopy,5966
53171,late effects,5970
47495,latent autoimmune diabetes in adults,5972
48997,latent class analysis,5974
51280,lathosterol,5983
46510,latin america,5984
55916,latino,5985
46943,latino health,5987
57780,law,5988
52536,l-carnitine,5991
50417,lc-ms/ms,5994
55194,lead,5995
48896,leak,5997
47008,leakage,5998
39627,lean,5999
56928,lean body mass,6000
56345,lean mass,6001
55843,learning,6006
52801,learning and memory,6007
53487,learning curve,6008
23999,lebanon,6009
35586,left ventricle,6013
57029,left ventricular,6014
54956,left ventricular assist device,6015
29436,left ventricular dysfunction,6018
48868,left ventricular function,6019
50964,left ventricular geometry,6020
55687,left ventricular hypertrophy,6021
54461,left ventricular mass,6022
52528,left ventricular mass index,6023
53508,leg length,6026
57780,legislation,6029
52717,legumes,6031
57059,leisure activity,6034
53388,leisure time,6036
55431,leisure time physical activity,6037
51601,length of residence,6038
56209,length of stay,6039
57778,leptin,6043
53688,leptin gene,6047
57247,leptin receptor,6049
57481,leptin resistance,6050
49372,leptin sensitivity,6051
57247,leptin signaling,6052
54567,leucine,6058
54541,leukemia,6059
57519,leukocyte,6061
57117,leukocytes,6063
28349,leukotriene,6065
53913,licorice,6074
57782,life course,6076
51275,life event,6078
49194,life expectancy,6079
56145,lifespan,6086
57613,lifestyle,6087
47433,lifestyle behavior,6088
57764,lifestyle chang,6090
47081,lifestyle change,6091
55776,lifestyle factor,6093
53157,lifestyle habit,6094
57464,lifestyle intervention,6095
57683,lifestyle modification,6097
43891,lifestyle-related disease,6102
43947,lignan,6112
54587,liking,6114
32908,linagliptin,6118
54745,linkage,6128
53098,linkage disequilibrium,6130
49289,linoleic acid,6131
57438,lipase,6132
44120,lipase inhibition,6134
56600,lipase inhibitor,6135
57239,lipid,6138
48397,lipid absorption,6139
43048,lipid accumulation,6140
34792,lipid accumulation product,6141
56865,lipid disorder,6145
56510,lipid droplet,6146
20152,lipid homeostasis,6149
56473,lipid lowering therapy,6151
56739,lipid metabolism,6152
56516,lipid oxidation,6153
57427,lipid peroxidation,6155
57730,lipid profile,6157
52851,lipid storage,6160
57617,lipidomics,6166
56299,lipoatrophy,6170
53869,lipocalin 2,6171
57674,lipodystrophy,6172
56897,lipogenesis,6173
22453,lipogenic gene,6176
57091,lipoic acid,6177
57438,lipolysis,6178
54906,lipopolysaccharide,6183
57508,lipoprotein,6186
55974,lipoprotein lipase,6187
50886,lipoprotein metabolism,6188
48877,lipoprotein-associated phospholipase a2,6190
53589,liposuction,6191
56999,lipotoxicity,6192
56139,liraglutide,6198
42701,live donor,6204
56418,liver,6206
56107,liver biopsy,6207
56179,liver cancer,6208
53886,liver cirrhosis,6209
56273,liver disease,6210
57529,liver enzyme,6211
55940,liver failure,6212
56783,liver fat,6213
50439,liver fat content,6214
57564,liver fibrosis,6215
46979,liver function,6216
52063,liver function test,6217
46230,liver histology,6219
55175,liver injury,6220
56351,liver resection,6222
46430,liver stiffness,6225
54354,liver transplant,6227
56565,liver transplantation,6228
40499,liver x receptor,6231
52284,liver x receptor a,6232
33036,lms method,6239
55565,locomotion,6243
57626,locomotor activity,6244
55914,locus of control,6246
56013,logistic regression,6249
46546,logistic regression analysis,6250
47875,long term,6258
48511,long term care,6259
57673,long term follow-up,6263
46376,long term outcome,6264
56496,long term result,6266
56548,longevity,6271
57546,longitudinal,6272
55250,longitudinal analysis,6273
57197,longitudinal study,6278
54382,lorcaserin,6280
55599,losartan,6282
55305,loss of control,6284
55307,loss of control eating,6285
56982,low back pain,6289
55250,low birth weight,6290
