article_id,keyword,key_id
97425,sexuality,15802
97425,depression,3923
97425,agcism,488
97425,aging,494
97426,simulation,16301
97426,modelling,8841
97426,respiration,11948
97427,schizophrenia,15337
97427,aripiprazole,1086
97427,clozapine,2976
97428,hypotension,6688
97428,hypertension,6451
97428,intermittent hypoxia,7176
97433,lingual tonsil,7864
97435,sleep,12542
97436,autonomic function,1363
97438,armodafinil,1090
97438,memory,8517
97438,wakefulness,15083
97439,sibutramine,12478
97439,orlistat,10179
97440,sleep analysis,12544
97440,independent component analysis,6740
97440,electrocardiogram,4609
97440,electroencephalogram,4623
97440,electromyogram,4630
97440,home recording,6383
97440,ambulatory recording,707
97441,detection,3953
97441,sleep research,14309
97442,principal component analysis,11335
97442,chronic fatigue syndrome,2559
97443,eszopiclone,4955
97445,classification,2872
97446,breathing,1906
97446,respiration,11948
97447,community pharmacy,3118
97447,epidemiology,4836
97449,respiration,11948
97452,nt-probnp,9838
97455,respiratory sinus arrhythmia,12051
97455,blood pressure variability,1733
97456,apnea threshold,1026
97457,carotid body,2292
97457,chemosensitivity,2610
97457,control of breathing,3392
97458,upper airway patency,15308
97459,progesterone,11359
97461,pharyngeal critical closing pressure,10773
97461,gender,5684
97461,loop gain,8010
97462,gene expression,5693
97462,fatty liver,5230
97462,mouse,8635
97464,snoring,16381
97464,breathing sound,1929
97464,apnea screening,1017
97464,apnea classification,1000
97465,heart rate,6138
97465,hypertrophy,6612
97465,systemic arterial pressure,16284
97465,pulmonary artery pressure,11507
97468,pulmonary,11500
97468,physical activity,10848
97468,roux-en-y,14824
97468,gastric bypass surgery,5656
97468,exercise test,5034
97470,breathing disturbance,1914
97470,shift work,15725
97470,sleep,12542
97471,sleep,12542
97471,shift work,15725
97471,breathing disturbance,1914
97472,angiogenesis,835
97472,leptin,7769
97472,tumor necrosis factor,13363
97473,functional electrical stimulation,5575
97473,critical pressure,3643
97474,gender,5684
97478,thoracoabdominal coordination,13294
97478,spinal muscular atrophy,12741
97478,respiratory inductance plethysmography,12005
97479,surface electromyography,13079
97480,high altitude,6270
97480,dopamine,4294
97480,catecholamines,2349
97481,sleep monitoring,12632
97481,normobaric hypoxia,9803
97482,pathophysiology,15182
97482,topical anesthesia,13404
97486,apneic threshold,1041
97486,chemoreceptors,2600
97486,co2 reserve,2995
97486,hypoventilation,6702
97487,hypoxia/reoxygenation,6720
97487,vascular reactivity,13699
97488,sound,12826
97488,sound spectrography,16384
97488,snoring,16381
97488,respiratory sound,12056
97489,intermittent hypoxia,7176
97489,arterioles,1137
97490,heart rate,6138
97492,pulse rate,11547
97492,sleep,12542
97494,sleep,12542
97494,fatigue,5223
97495,chemoreceptor,2594
97495,phox2b,10837
97496,ultrasonography,16014
97496,intima media thickness,6882
97497,upper airway collapse,14078
97498,shift work sleep disorder,14478
97498,sleepiness,12700
97498,narcolepsy,9240
97498,modafinil,8831
97498,attention,1270
97500,breathing,1906
97500,fourier transform,5489
97500,phenotyping,10821
97500,signal processing,12494
97504,pituitary adenoma,10898
97504,acromegaly,251
97504,colon cancer,3081
97505,coronary blood flow,3454
97505,heart rate,6138
97506,upper airway muscle,14958
97507,sleep,12542
97507,alcohol,598
97507,alcoholism,608
97508,genioglossus,5741
97508,upper airway mechanics,13619
97508,tensor veli palatini,15889
97508,nasopharynx,9364
97508,oropharynx,10199
97509,periodic breathing,10649
97509,geriatric,5770
97510,hypercapnia,6539
97510,flow limitation,5363
97510,starling resistor,12921
97511,upper airway,14431
97511,muscular relaxation,9138
97511,glottis,5841
97512,hypercapnia,6539
97512,hypoventilation,6702
97512,cardiac output,2139
97512,carbon dioxide,2079
97512,control of breathing,3392
97514,alcohol,598
97514,nocturnal myoclonus,9657
97514,periodic leg movement,10652
97514,sleep,12542
97519,sympathetic nervous system,12784
97519,mueller maneuver,9007
97519,arterial pressure,1131
97519,chemoreceptors,2600
97520,control of breathing,3392
97520,development,3962
97520,periodic breathing,10649
97520,paradoxical breathing,14593
97521,upper airway muscle,14958
97525,upper airway reflex,13633
97525,sleep,12542
97525,control of breathing,3392
97526,hemodynamics,6200
97527,heart rate,6138
97527,cardiac output,2139
97527,stroke volume,12987
97528,sympathetic nervous system,12784
97528,parasympathetic nervous system,10461
97528,heart rate,6138
97529,high altitude,6270
97530,hypoxemia,6713
97531,hypoxemia,6713
97531,hypertension,6451
97531,high blood pressure,6277
97531,carotid body,2292
97531,baroreceptor,1462
97531,anoxia,868
97531,pressoreceptor,11263
97532,neural network,9455
97533,fiber type,5296
97534,familial dysautonomia,5179
97534,control of breathing,3392
97534,congenital central hypoventilation syndrome,2371
97534,periodic breathing,10649
97536,respiratory control,14112
97536,upper airway,14431
97537,upper airway mechanoreceptor,16268
97538,upper airway patency,15308
97538,control of breathing,3392
97538,dog,4284
97540,control of ventilation,3396
97540,phasic events,10813
97540,non-rapid eye movement sleep,9770
97541,pharyngeal shape,10793
97541,genioglossus,5741
97542,hypoventilation,6702
97542,hypoxia,6716
97542,afterdischarge,486
97542,periodic breathing,10649
97543,sleep,12542
97543,jaw,7400
97543,genioglossus,5741
97546,hypertension,6451
97546,prostanoid,13949
97547,videoradiography,15691
97547,submental electrical stimulation,15316
97548,snoring,16381
97548,metoprolol,8624
97548,hypertension,6451
97548,isradipine,7380
97549,submental electrical stimulation,15316
97549,videoradiography,15691
97550,fatigue,5223
97550,cat,2338
97551,dog,4284
97551,intrathoracic pressure,7297
97551,respiratory mechanics,12013
97552,upper airway,14431
97552,soft palate,16226
97552,flow limitation,5363
97552,airway mechanics,558
97553,theophylline,14850
97553,premature infant,11239
97554,posture,15174
97555,respiratory control,14112
97555,model,8833
97555,stability,15368
97556,upper airway muscle,14958
97556,chemoreceptors,2600
97556,mechanoreceptor,8411
97557,larynx,7610
97557,hyoid bone,6519
97557,closing pressure,2972
97557,upper airway reflex,13633
97557,upper airway occlusion,16270
97557,pharyngeal pressure,14886
97557,pharynx,15132
97558,sleep,12542
97561,gas exchange,5644
97568,sleep monitoring,12632
97569,snoring,16381
97569,pharynx,15132
97569,respiratory mechanics,12013
97570,hemodynamics,6200
97570,hypertension,6451
97570,blood pressure treatment,1731
97571,electromyogram,4630
97573,mathematical model,8335
97573,respiratory control,14112
97573,periodic breathing,10649
97574,upper airway reflex,13633
97574,upper airway muscle,14958
97579,trachea,13420
97579,snoring,16381
97579,pharynx,15132
97579,glottis,5841
97579,acoustic reflection,238
97581,asphyxia,1181
97581,mathematical model,8335
97581,hyperventilation,6616
97581,periodic breathing,10649
97581,metabolic rate,8579
97581,sleep,12542
97612,snoring,16381
97612,zolpidem,13938
97613,tongue,15620
97613,oropharynx,10199
97613,computed tomography,3198
97614,computed tomography,3198
97614,oropharynx,10199
97614,tongue,15620
97629,pickwickian syndrome,14087
97629,cheyne-stokes,2626
97629,asthma,1198
97629,allergy,636
97631,breath sound,1900
97632,infant,6950
97632,high performance liquid chromatography,6285
97632,enzyme multipled immunoassay technique,4818
97632,neonate,9428
97632,theophylline,14850
97632,therapeutic drug monitoring,16427
97633,schlafapnoesyndrom,14785
97633,moro reflex,8912
97633,respiratory control,14112
97633,maturation,8342
97633,brainstem,1878
97637,women,13911
97640,identification,6762
97641,perioperative risk,10675
97642,trisomy 21,15862
97642,sleep,12542
97643,circadian rhythm,2840
97644,brain tumour,1875
97644,mortality,8926
97645,polygraphy,10989
97645,accident,186
97645,diabetes,3983
97645,hypertension,6451
97646,cohort,3058
97648,morbid obesity,8896
97652,traffic accident,13436
97652,driving,4345
97652,injury,7026
97653,hypertension,6451
97653,diabetes,3983
97653,obesity surgery,9895
97653,remission,11860
97656,prevalence,11299
97656,obesity surgery,9895
97656,metabolic surgery,8582
97657,meta analysis,8558
97660,sleep,12542
97660,sleepiness,12700
97660,depression,3923
97660,insomnia,7050
97660,fatigue,5223
97662,phenotyping,10821
97665,positive airway pressure,11086
97665,compliance,3166
97666,biomarker,1620
97666,epigenetics,4843
97666,proteomic,11420
97667,sleep surgery,15873
97667,upper airway stimulation,15693
97667,drug induced sedated endoscopy,4191
97667,expansion pharyngoplasty,5055
97667,hypoglossal nerve stimulation,6653
97668,opioid,10087
97669,wearable sensor,15539
97669,self-management,12387
97669,continuous positive airway pressure adherence,3356
97670,management,8211
97671,loop gain,8010
97671,arousal threshold,1103
97671,sleep,12542
97671,phenotype,10819
97671,pharmacology,10752
97672,stroke risk,12986
97673,upper respiratory tract,15320
97673,obstructive sleep apnea hypopnea syndrome,9912
97673,mouth breathing,8966
97673,nasal obstruction,9312
97674,myocardial infarction,9177
97674,nocturnal oximetry,9662
97674,cardiac rehabilitation,2144
97674,chronic heart failure,2629
97675,behaviour,1513
97676,predictor,11215
97676,sleeve gastrectomy,12732
97677,sleep,12542
97678,respiratory complication,11974
97678,anaesthesia,759
97679,depression,3923
97679,prevalence,11299
97680,multiple system atrophy,9071
97680,mild cognitive impairment,8370
97680,cognition,3030
97681,excess weight loss,5009
97682,ischemia,7353
97682,stroke,12980
97683,randomized controlled trial,11692
97683,laparoscopic surgery,7551
97684,framingham risk,5514
97687,complication,3175
97687,anesthesia,812
97687,monitoring,8872
97689,nutritional status,9867
97689,malnutrition,8201
97690,reliability,11841
97690,validity,13684
97690,self-efficacy,12386
97691,nursing,9861
97691,hypertension,6451
97691,circadian variation,2849
97692,behaviour,1513
97692,epilepsy,4851
97692,rat,15288
97694,transient ischemic attack,15966
97694,stroke,12980
97694,cognition,3030
97694,diagnosis,4004
97696,behaviour,1513
97697,duodenal switch,4410
97697,long-term result,8000
97702,disorder of excessive somnolence,4220
97702,sleep,12542
97702,nursing,9861
97702,obstructive,9918
97702,myocardial infarction,9177
97703,overlap syndrome,15452
97703,hypoxia,6716
97703,excessive daytime sleepiness,4522
97704,stroke,12980
97704,transient ischemic attack,15966
97705,sleep hygiene,12611
97705,patient education,10528
97705,japan,7392
97706,priapism,14333
97706,residual excessive daytime sleepiness,11928
97706,sleep-related painful erection,12719
97708,insomnia,7050
97708,daytime function,3778
97709,ares,1080
97710,erectile dysfunction,4898
97710,sexual hormone,12448
97711,sleep,12542
97711,insomnia,7050
97712,insomnia,7050
97712,sleep,12542
97712,primary care,11319
97715,prostate cancer,14370
97715,osteoarthritis,10236
97715,endometrial cancer,4724
97715,gallstone,5628
97715,health-related quality of life,6107
97715,breast cancer,1892
97715,colon cancer,3081
97716,disease,4192
97716,fat distribution,5212
97718,gastroesophageal reflux,5668
97718,phenothiazines,10818
97718,sudden infant death syndrome,12485
97718,swallowing,16140
97721,questionnaire study,11629
97721,behaviour disturbance,1514
97722,ventilatory drive,13750
97724,vascular resistance,15626
97725,spontaneous arousal,15648
97725,respiratory arousal,11966
97726,sudden infant death syndrome,12485
97726,diving response,4266
97728,desaturation index,3941
97728,cardiovascular disorder,2233
97728,adhesion molecule,393
97728,hypoxic stress,6731
97728,ischemic heart disease,7357
97729,respiratory mechanics,12013
97730,respiration,11948
97730,detection algorithm,3954
97731,antihypertensive treatment,927
97731,hypertension,6451
97733,hemodynamics,6200
97733,vagus,15849
97736,vagotomy,14296
97736,hexamethonium,6255
97736,hypoxemia,6713
97736,catecholamines,2349
97737,methylene blue,8616
97740,pharynx,15132
97740,pharynx,15132
97740,pharynx,15132
97740,anomaly,162
97740,computed tomography,3198
97741,alcoholism,608
97741,sleep,12542
97742,sympathetic nervous system,12784
97742,intermittent hypoxia,7176
97743,multiple linear regression,9058
97746,speech,12854
97746,snoring,16381
97748,hypertension,6451
97749,gasping,5647
97749,sudden infant death syndrome,12485
97750,rubber chemical,12267
97750,lack of cross-sensitivity,7522
97750,alopecia areata,647
97750,allergic contact dermatitis,631
97750,depigmentation,3918
97750,diethylthiourea,4095
97751,collapsibility,3074
97754,apneic threshold,1041
97754,loop gain,8010
97754,pressure support ventilation,11285
97756,swine,13128
97757,posture,15174
97757,respiratory muscle,12023
97757,negative expiratory pressure,9411
97758,cardiopulmonary interaction,2191
97761,sudden infant death syndrome,12485
97762,coronary blood flow,3454
97762,hypoxemia,6713
97762,hexamethonium,6255
97763,mechanical ventilation,8398
97763,brain stem,1863
97764,genioglossus,5741
97764,estrogen,4951
97764,electromyogram,4630
97764,progesterone,11359
97767,respiratory muscle,12023
97767,snoring,16381
97768,upper airway,14431
97768,genioglossus,5741
97769,ventilatory drive,13750
97769,ventilatory control,15497
97770,respiration,11948
97770,phenylephrine,14354
97771,aging,494
97772,breathing,1906
97772,respiratory control,14112
97772,obstruction,13997
97777,sympathetic nervous system,12784
97777,arterial pressure,1131
97779,hypotension,6688
97779,telemetry,16136
97779,sleep,12542
97779,respiration,11948
97780,respiratory instability,12007
97780,respiration,11948
97780,sleep onset,15681
97780,electroencephalogram,4623
97781,mass-spring model,8319
97781,upper airway collapse,14078
97781,pharyngeal segment,10792
97781,pharyngeal airway,10757
97781,physiological or anatomical singularity,14228
97782,monitoring,8872
97783,telemetry,16136
97784,non-rapid eye movement sleep,9770
97784,cardiac output,2139
97785,doppler,4306
97785,cerebrovascular circulation,2513
97785,ultrasonography,16014
97787,flow limitation,5363
97788,hydroxyl radical,6510
97789,left ventricular function,7737
97789,hypoxia,6716
97790,caffeine,2021
97790,apnea of prematurity,1013
97790,paediatrics,10368
97790,neonatology,9430
97792,apnea detection,1002
97793,brain,1835
97793,pig,10884
97796,sympathetic nervous system,12784
97796,bradycardia,1832
97796,hypoxemia,6713
97797,laser uvulopalatopharyngoplasty,7629
97797,hyoid bone,6519
97797,collapsibility,3074
97797,digital fluoroscopy,4138
97798,periodic breathing,10649
97800,tongue,15620
97800,surgical treatment,13102
97800,sleep,12542
97800,breathing,1906
97802,titration,15702
97802,prediction,15533
97803,activity,275
97803,heart rate,6138
97804,dementia,3873
97805,validation study,16419
97806,clinical variable,2952
97806,formant,5472
97807,breathing,1906
97807,tongue base,14838
97807,surgical treatment,13102
97807,sleep,12542
97808,sleep,12542
97808,thailand,16277
97808,education,4524
97809,single nucleotide polymorphism,12517
97810,sleep,12542
97810,nutrition,9865
97810,duchenne muscular dystrophy,4404
97812,physical health,14789
97812,sleep,12542
97812,sleep problem,12654
97812,sleep education,12600
97813,shift work disorder,12462
97813,shift work,15725
97813,military,8749
97815,sleeve gastrectomy,12732
97815,excess weight loss,5009
97815,follow-up,5430
97816,sleepiness,12700
97817,surgery,14408
97817,weight loss,13880
97817,intervention,7218
97818,meta analysis,8558
97819,central sleep apnea syndrome,2442
97820,qualitative research,11601
97820,women health,13912
97821,acromegaly,251
97824,data collection,3752
97824,grounded theory,5944
97824,qualitative research,11601
97825,morbid obesity,8896
97825,sf-36,15352
97825,severe obesity,14328
97825,health-related quality of life,6107
97826,evaluation,4983
97826,diagnosis,4004
97826,chronic insomnia,2749
97827,asthma,1198
97827,hemoglobin a1c,6026
97827,hypertension,6451
97827,morbid obesity,8896
97828,sleeve gastrectomy,12732
97830,questionnaire,11626
97830,insomnia,7050
97830,actigraphy,259
97831,endothelial function,4756
97831,metabolic profile,8578
97831,weight loss,13880
97831,sympathetic activity,13131
97832,children,2656
97833,obesity-hypoventilation,9897
97833,non invasive ventilation,14778
97834,hypertension,6451
97835,actigraph,258
97835,sleep,12542
97837,anesthesia,812
97840,anxiety,957
97840,depression,3923
97840,excessive daytime sleepiness,4522
97841,insomnia,7050
97841,hypoxia,6716
97842,respiratory depression,11980
97843,metabolic syndrome,8583
97843,hypoxia,6716
97843,adipose tissue,401
97844,portable monitoring,11045
97845,baros,1475
97846,clinical outcome,2926
97846,laparoscopic gastric bypass,7542
97846,race,11643
97846,socioeconomic status,12425
97847,pulmonary embolism,11514
97847,deep vein thrombosis,3835
97850,autonomic nervous system disorder,1373
97850,anxiety,957
97850,postnatal development,11130
97851,controlled study,3401
97851,laparoscopic adjustable gastric band,7540
97854,auto-servo ventilation,1392
97855,energy expenditure,4783
97856,metabolic syndrome,8583
97856,sleep,12542
97856,weight gain,15613
97857,snoring,16381
97858,fluid overloading,5410
97859,sleep,12542
97859,myocardial infarction,9177
97859,nursing,9861
97860,bradycardia,1832
97861,obstructive/complication,9962
97862,veteran,16080
97864,opioid,10087
97864,anesthesia,812
97865,cognitive decline,3040
97865,simple snoring,12506
97866,social cognitive theory,14218
97867,postoperative period,11147
97867,hypoxemia,6713
97869,osteoporosis,10245
97869,obstructive,9918
97870,sexsomnia,15087
97870,expert evidence,5061
97870,automation,1345
97874,body position,1775
97874,sleep,12542
97874,sleep quality,14537
97877,blood pressure variability,1733
97877,hypoxemia,6713
97877,hypertension,6451
97878,daytime sleepiness,3788
97878,snoring,16381
97878,saudi arabia,12316
97879,neck circumference,9395
97879,hypertension,6451
97880,insomnia,7050
97880,behaviour,1513
97880,mild cognitive impairment,8370
97881,metabolic syndrome,8583
97881,intermittent hypoxia,7176
97881,insulin resistance,7105
97884,acute ischemic stroke,302
97885,insulin resistance,7105
97885,inflammation,6984
97885,endothelial function,4756
97887,behaviour,1513
97888,hypertension,6451
97888,public health,11493
97888,sleep,12542
97889,perioperative care,14859
97890,middle age,8692
97890,mortality,8926
97890,gender,5684
97891,oxygen desaturation,10326
97891,sleep posture,12652
97892,pediatric,10573
97893,sleep fragmentation,16249
97893,sympathetic nervous system,12784
97893,hypoxia,6716
97894,snoring,16381
97895,grounded theory,5944
97895,evidence-based practice,5000
97898,behaviour,1513
97898,breathing,1906
97898,aging,494
97899,chronic obstructive pulmonary disease,2766
97899,spirometry,12878
97899,preoperative,11246
97899,respiratory complication,11974
97904,preschool age,14564
97904,childhood obesity,2647
97904,lipid profile,7881
97905,internet,7203
97905,hypnotics,6627
97905,child,2635
97908,critical care,3635
97908,nursing care,9862
97908,morbid,8895
97910,morbid obesity,8896
97910,lifestyle intervention,7827
97910,hypercholesterolemia,6553
97911,dementia,3873
97911,mild cognitive impairment,8370
97912,stress,12974
97912,sleep,12542
97912,dementia,3873
97912,coping,3420
97912,alzheimer,679
97912,caregiver,2277
97913,auto sleep scoring,1329
97913,single channel,16102
97913,sleep stage,12669
97916,probrain natriuretic peptide,11345
97916,echocardiography,4498
97916,hypertrophy,6612
97917,pediatric bipolar disorder,14906
97919,weight loss,13880
97919,food preference,5438
97919,diet,4082
97920,circadian rhythms,2846
97920,actigraphy,259
97920,euthymia,4980
97920,sleep,12542
97920,remission,11860
97921,food consumption,5435
97921,dietary reference intake,4093
97923,sleep,12542
97924,patient education,10528
97924,patient safety,15260
97926,pregnancy,11230
97926,policy development,15211
97926,provider attitude,14465
97926,barrier to care,1478
97928,adenoidectomy,362
97928,pain management,10374
97928,wound healing,13925
97928,tonsillectomy,13395
97929,self-efficacy outcome expectation,16042
97929,adherence,389
97929,apap treatment,992
97929,family coping,5190
97929,illness cognitive representation,6802
97930,gender,5684
97930,depression,3923
97930,self-reported sleep duration,15905
97931,memory control,8519
97931,memory monitoring,8523
97931,judgement of learning,7427
97932,childhood obesity,2647
97932,adenoidectomy,362
97932,tonsillectomy,13395
97933,sleep hypoventilation,12615
97933,history,6336
97934,insulin sensitivity,7111
97935,sleep,12542
97937,snoring,16381
97937,weight loss,13880
97938,non-organic hypersomnia,9765
97938,narcolepsy,9240
97938,hypersomnolent depression,6586
97938,excessive daytime sleepiness,4522
97938,atypical depression,1279
97938,depression,3923
97939,grounded theory,5944
97940,children,2656
97940,central apnea index,2024
97941,dexmedetomidine,3978
97941,postoperative pain,11145
97942,women health,13912
97942,sleep,12542
97943,weight loss,13880
97943,spirometry,12878
97943,pulmonary function,14926
97943,asthma,1198
97943,fvc,5610
97943,fev1,5286
97944,irregular respiration,7344
97944,obesity hypoventilation syndrome,9886
97944,snoring,16381
97945,self-monitoring,14904
97945,weight loss,13880
97945,behaviour,1513
97945,adherence,389
97946,evaluation,4983
97946,education,4524
97946,nurse practitioner,9856
97947,midazolam,8690
97947,propofol,11384
97947,sedation,802
97947,safety,12284
97947,fentanyl,5268
97947,adverse event,463
97947,analgesia,770
97948,continuous positive airway pressure titration,3367
97948,chronic opioid,2770
97948,complex sleep apnea,3161
97949,self-report,14918
97949,subjective,13008
97949,paradoxical insomnia,10442
97950,ultrasound,15925
97950,cerebral hemodynamic,2473
97950,carotid atherosclerosis,2289
97951,electrocardiography derived respiration,4490
97951,heart rate,6138
97951,respiratory myogram interference,12026
97952,psychomotor vigilance test,11472
97952,sleepiness,12700
97953,procedural sedation,11348
97953,colonoscopy,3082
97953,conscious sedation,3300
97956,benzodiazepine,1533
97956,hypoventilation,6702
97956,opioid,10087
97956,sedative,14652
97957,safety,12284
97957,revisional laparoscopic roux y gastric bypass,12160
97957,efficacy,4564
97957,case match analysis,2317
97958,snoring,16381
97959,sleep diary,12590
97959,patient compliance,15200
97960,insulin resistance,7105
97961,obstructive,9918
97964,orexin 1 receptor,15532
97964,orexin 2 receptor,10168
97964,reoxygenation,14375
97966,sensor,15064
97966,hypoventilation,6702
97966,aasm guideline,128
97966,definition of sleep apnea/hypopnea,3846
97967,injury,7026
97967,hospitalisation,6430
97967,postnatal risk factor,11132
97967,poisons,10965
97967,otitis media,15530
97968,sleep,12542
97968,sleep fragmentation,16249
97968,snoring,16381
97968,development,3962
97968,children,2656
97969,cardiorespiratory coupling,2203
97969,heart rate variability,6139
97969,overnight polysomnography,10294
97971,mitochondria,8796
97971,stroke,12980
97971,free radical,5522
97972,cardiac decompensation,2117
97973,artificial respiration,1155
97973,algorithm,616
97973,sleep,12542
97973,positive airway pressure,11086
97974,adherence,389
97974,behaviour,1513
97974,children,2656
97975,overlap syndrome,15452
97975,sleep,12542
97976,sleep quality,14537
97976,functional outcome,5585
97976,health-related quality of life,6107
97977,sleep,12542
97977,orexin-saporin,10172
97977,methamphetamine,8599
97978,hypersomnia,6581
97978,insomnia,7050
97978,dementia,3873
97979,knowledge to action theoretical framework,7500
97979,evidence-based practice,5000
97979,overnight pulse oximetry testing,10296
97979,screening protocol,15968
97980,sleeve gastrectomy,12732
97980,inflammation,6984
97981,sleeve gastrectomy,12732
97982,post-traumatic stress disorder,11490
97982,cognition,3030
97983,adolescent,419
97983,family,5189
97983,mindfulness,8754
97985,mortality,8926
97985,sleep duration,15861
97985,frailty,5513
97986,histology,6331
97986,sexual dimorphism,12442
97986,stereology,12948
97987,sleep diary,12590
97987,nocturia,9617
97987,insomnia,7050
97989,inflammation,6984
97989,insulin resistance,7105
97989,macrophage polarity,8125
97990,actigraphy,259
97990,contactless,3327
97990,sleep,12542
97991,psychosocial effect,11478
97991,african american,485
97991,caucasian,2354
97992,levobupivacaine,7801
97992,morbid obesity,8896
97992,morphine,8915
97992,thoracic epidural analgesia,15604
97993,prescription,11258
97993,medication cost,8436
97994,adolescent,419
97995,real time polymerase chain reaction,14735
97995,synapsin 2,15942
97995,two-dimensional electrophoresis,14866
97995,western blot,13888
97995,sleep fragmentation,16249
97996,stroke,12980
97996,longitudinal studies,7974
97997,cognitive behavioral therapy,2369
97997,compliance,3166
97997,total sleep time,14219
97997,sleep efficiency,15871
97997,sleep quality,14537
97997,sleep latency,15677
97997,online application,14060
97998,sleeve gastrectomy,12732
97998,staple line leakage,15142
97998,german multicenter trial,5778
97999,atrial fibrillation,1251
98000,complication,3175
98000,gastric band,5650
98000,laparoscopic,7539
98000,length of stay,7764
98000,sleeve gastrectomy,12732
98000,morbid obesity,8896
98002,periodic breathing,10649
98002,complex sleep apnea,3161
98003,treatment of sleep apnea,14887
98004,stroke,12980
98004,subclinical atherosclerosis,16323
98004,coronary heart disease,2582
98005,children,2656
98005,positive airway pressure,11086
98006,tonsillectomy,13395
98006,sleep surgery,15873
98007,metabolic syndrome,8583
98007,hypertension,6451
98008,multidisciplinary approach,9026
98008,oral appliance therapy,10139
98009,pharyngeal,13985
98009,pathophysiology,15182
98009,pcrit,10564
98009,hypoglossal nerve,6651
98009,anatomy,797
98010,acupuncture,279
98010,hypoglossal nerve stimulation,6653
98010,positional therapy,11080
98011,nasal pillow,9320
98011,nasal mask,9306
98011,compliance,3166
98012,excessive daytime sleepiness,4522
98012,residual sleepiness,11932
98013,morbid obesity,8896
98013,sleep apnea screening,12564
98013,stop-bang questionnaire,14711
98013,surgery,14408
98013,anesthesia,812
98014,executive functioning,5022
98014,working memory,13921
98015,modafinil,8831
98015,excessive daytime sleepiness,4522
98015,hypersomnia,6581
98016,automobile driving,1349
98016,driver,4341
98017,target,13198
98017,review,14000
98031,respiration,11948
98055,tracheal sound analysis,13424
98055,apnea detection,1002
98056,adenoid,350
98056,tonsil,15944
98056,sleep,12542
98057,control of respiration,3394
98065,food intake,5437
98065,theophylline,14850
98065,premature infant,11239
98065,neonate,9428
98070,diving response,4266
98070,autonomic dysfunction,1360
98071,metabolic syndrome,8583
98071,metabolic dysfunction,8570
98071,weight loss,13880
98072,food intake,5437
98073,perioperative risk,10675
98074,hypertension,6451
98074,diabetes,3983
98076,diet,4082
98076,weight loss,13880
98077,depression,3923
98077,insomnia,7050
98079,women health,13912
98079,stress,12974
98079,sleep disturbance,12597
98079,menopause,8530
98082,sleep,12542
98085,metabolic syndrome,8583
98085,nonalcoholic fatty liver disease,14089
98085,hypoxia,6716
98085,fatty liver,5230
98085,aspartate aminotransferase,1178
98085,alanine aminotransferase,591
98086,length of stay,7764
98086,intubation,7315
98086,respiratory failure,11996
98089,psychology,11466
98089,psychiatric disorder,15255
98089,prevalence,11299
98090,prevalence,11299
98090,psychiatric disorder,15255
98090,polysomnography,15185
98090,periodic limb movement,15338
98090,periodic limb movement disorder,10656
98090,mean sleep latency test,8383
98090,aasm,125
98090,chronic fatigue syndrome,2559
98091,sympathetic activity,13131
98092,gastric banding,5653
98092,gender-specific aspect,5689
98092,german multicenter trial,5778
98093,communication,3116
98093,cognition,3030
98093,traumatic brain injury,13483
98093,mood,8887
98093,outcome,10266
98095,placebo,14952
98095,adherence,389
98096,insomnia,7050
98096,non-restorative sleep,9775
98096,sleep quality,14537
98096,sleepiness,12700
98097,multidisciplinary approach,9026
98097,insomnia,7050
98097,behaviour,1513
98098,screening instrument,12354
98100,simple snoring,12506
98100,endothelial damage,4753
98102,hemodialysis,6193
98103,children,2656
98104,road accident,12221
98104,prevalence,11299
98107,race,11643
98107,sleep,12542
98107,women,13911
98107,autonomic tone,1383
98107,cardiovasular disease,2271
98108,hypoxia,6716
98110,codeine,3023
98110,pediatric,10573
98111,pediatrics,14014
98111,epilepsy,4851
98112,child,2635
98112,cardiovascular reactivity,2255
98112,stress,12974
98112,sleep problem,12654
98113,positive airway pressure therapy,15019
98113,obesity-hypoventilation syndrome,9898
98113,acute respiratory failure,317
98113,hypercapnia,6539
98114,laparoscopy,7554
98114,sleeve gastrectomy,12732
98115,sleepiness,12700
98115,predictor,11215
98115,excessive daytime somnolence,5011
98116,clinical assessment score,2894
98117,snoring,16381
98117,sleep,12542
98118,elderly adult,4593
98118,depression,3923
98118,insomnia,7050
98119,driving performance,4356
98124,therapy,13270
98125,vitamin d,13818
98125,sleep,12542
98125,linear discriminant analysis,7848
98126,berlin,1536
98126,sensitivity,15825
98126,validity,13684
98126,specificity,15772
98126,obstructive sleep,14816
98126,reliability,11841
98128,respiratory problem,15396
98128,sleepiness,12700
98128,behaviour,1513
98128,depression,3923
98128,health psychology,6089
98129,leptin,7769
98129,hypertension,6451
98129,subcutaneous fat,15728
98129,visceral fat,13809
98130,sleep,12542
98130,cognition,3030
98131,depression,3923
98131,dementia,3873
98131,bupropion,1990
98131,anxiety,957
98131,insomnia,7050
98131,sleepiness,12700
98132,anxiety,957
98132,depression,3923
98133,sarcopenia,14229
98133,weight loss,13880
98134,key-lock principle,7458
98135,neuropathy,9531
98136,overweight/obesity in children,14763
98136,physical activity,10848
98138,respiratory failure,11996
98138,non-invasive mechanical ventilation,14888
98138,benzodiazepine,1533
98139,actigraphy,259
98139,developmental disorder,3966
98139,sleep problem,12654
98140,vegf,13715
98140,metabolic surgery,8582
98140,diabetic retinopathy,4003
