article_id,keyword,key_id,year,title
101461,therapy,13270,1991,Haemodynamic effects of periodic ventilation Abolition with supplementary oxygen
125227,therapy,13270,1991,Haemodynamic effects of periodic ventilation Abolition with supplementary oxygen
101510,stability,15368,1991,Sleep-induced periodic breathing and apnea A theoretical study
97555,stability,15368,1991,Sleep-induced periodic breathing and apnea A theoretical study
101310,soft,14695,1991,Anesthetic management of obstructive sleep apnea patients
97552,soft palate,16226,1991,Pattern of simulated snoring is different through mouth and nose
102030,soft palate,16226,1991,Pattern of simulated snoring is different through mouth and nose
101477,sudden infant death syndrome,12485,1991,Sleep apnea in infants who succumb to the sudden infant death syndrome
101274,surgery,14408,1991,Postoperative episodic oxygen desaturation in the sleep apnoea syndrome
101310,surgery,14408,1991,Anesthetic management of obstructive sleep apnea patients
101310,surgery,14408,1991,Anesthetic management of obstructive sleep apnea patients
101310,surgery,14408,1991,Anesthetic management of obstructive sleep apnea patients
101310,surgery,14408,1991,Anesthetic management of obstructive sleep apnea patients
101457,surgery,14408,1991,Emergency adenotonsillectomy for acute postoperative upper airway obstruction
101283,sleep nasal endoscopy,15778,1991,A comparison of sleep nasendoscopy and the Muller manoeuvre
101462,sleep position,14349,1991,The effects of sleep posture and sleep stage on apnea frequency
101254,sleep,12542,1991,Nocturnal sleep and oxygen balance in Duchenne muscular dystrophy - A clinicla and polygraphic 2-year follow-up study
101274,sleep,12542,1991,Postoperative episodic oxygen desaturation in the sleep apnoea syndrome
101340,sleep,12542,1991,Sleep in acromegaly before and after treatment with adenomectomy
101314,sleep,12542,1991,Changes in left ventricular ejection fraction during REM sleep and exercise in chronic obstructive pulmonary disease and sleep apnoea syndrome
101315,sleep,12542,1991,Occurrence of breathing disorders during CPAP administration in obstructive sleep apnoea syndrome
100997,sleep,12542,1991,Periodic limb movements in sleep in community-dwelling elderly
100975,sleep,12542,1991,Pattern of snoring in obstructive sleep apnea patients and in heavy snorers
100984,sleep,12542,1991,Mandible position and activation of submental and masseter muscles during sleep
101489,sleep,12542,1991,Prevention of airway obstructions during sleep in infants with breath-holding spells by means of oral belladonna A prospective double-blind crossover evaluation
101502,sleep,12542,1991,Sleep state hypoxia and periodic breathing in the neonate
101500,sleep,12542,1991,Sleep and apnea in the elderly Reliability and validity of 24-hour recordings in the home
101477,sleep,12542,1991,Sleep apnea in infants who succumb to the sudden infant death syndrome
101461,sleep,12542,1991,Haemodynamic effects of periodic ventilation Abolition with supplementary oxygen
101457,sleep,12542,1991,Emergency adenotonsillectomy for acute postoperative upper airway obstruction
101449,sleep,12542,1991,Uvulopalatopharyngoplasty in snorers with sleep apneas Predictive value of presurgical polysomnography
101435,sleep,12542,1991,Sleep apnea in patients with acute myocardial infarction
101526,sleep,12542,1991,Snoring during NREM sleep Respiratory timing esophageal pressure and EEG arousal
101517,sleep,12542,1991,Behavioral arousal in newborn infants and its association with termination of apnea
100975,snoring,16381,1991,Pattern of snoring in obstructive sleep apnea patients and in heavy snorers
101468,snoring,16381,1991,Sleep disturbances in hypertension A double-blind study between isradipine and metoprolol
101447,snoring,16381,1991,Snoring and the risk of ischemic brain infarction
101449,snoring,16381,1991,Uvulopalatopharyngoplasty in snorers with sleep apneas Predictive value of presurgical polysomnography
101512,snoring,16381,1991,Snoring and risk of cardiovascular disease
101526,snoring,16381,1991,Snoring during NREM sleep Respiratory timing esophageal pressure and EEG arousal
101422,snoring,16381,1991,Quantification of sleep disordered breathing by computerized analysis of oximetry heart rate and snoring
101287,snoring,16381,1991,Obstructive sleep apnoea in adults presenting with snoring
101333,snoring,16381,1991,Obstructive sleep apnoea syndrome in morbidly obese patients
101317,snoring,16381,1991,Cephalometric analysis of permanently snoring patients with and without obstructive sleep apnea syndrome
101292,snoring,16381,1991,Sleep nasendoscopy a technique of assessment in snoring and obstructive sleep apnoea
101307,snoring,16381,1991,Sudden death and sleeping history among Finnish men
102016,snoring,16381,1991,Atrial natriuretic peptide in habitual snorers
97548,snoring,16381,1991,Sleep disturbances in hypertension A double-blind study between isradipine and metoprolol
99622,snoring,16381,1991,Snoring and the risk of ischemic brain infarction
102019,sleepiness,12700,1991,Drowsiness and accidents du to traffic jams Importance of diagnosis Somnolence et accidents de la circulation routire Importance du diagnostic
100986,sleepiness,12700,1991,A new method for measuring daytime sleepiness The Epworth sleepiness scale
101523,sleep-related eating disorder,16218,1991,Sleep-related eating disorders Polysomnographic correlates of a heterogeneous syndrome distinct from daytime eating disorders
101477,respiration,11948,1991,Sleep apnea in infants who succumb to the sudden infant death syndrome
101254,respiration,11948,1991,Nocturnal sleep and oxygen balance in Duchenne muscular dystrophy - A clinicla and polygraphic 2-year follow-up study
99618,respiration,11948,1991,Nocturnal sleep and oxygen balance in Duchenne muscular dystrophy - A clinicla and polygraphic 2-year follow-up study
101331,respiratory disorder,11982,1991,Differences in the symptoms of men and women with obstructive sleep apnoea
97555,respiratory control,14112,1991,Sleep-induced periodic breathing and apnea A theoretical study
101510,respiratory control,14112,1991,Sleep-induced periodic breathing and apnea A theoretical study
102029,respiratory mechanics,12013,1991,Thoracic traction on the trachea Mechanisms and magnitude
97551,respiratory mechanics,12013,1991,Thoracic traction on the trachea Mechanisms and magnitude
101001,respiratory dysfunction,11987,1991,Cognitive and motor skills in achondroplastic infants Neurologic and respiratory correlates
101452,respiratory failure,11996,1991,Near miss death in obstructive sleep apnea A critical care syndrome
101331,sex difference,12436,1991,Differences in the symptoms of men and women with obstructive sleep apnoea
97558,sleep,12542,1991,Behavioral arousal in newborn infants and its association with termination of apnea
97543,sleep,12542,1991,Mandible position and activation of submental and masseter muscles during sleep
99618,sleep,12542,1991,Nocturnal sleep and oxygen balance in Duchenne muscular dystrophy - A clinicla and polygraphic 2-year follow-up study
125227,sleep,12542,1991,Haemodynamic effects of periodic ventilation Abolition with supplementary oxygen
125223,sleep,12542,1991,Prevalent sleep problems in the aged
101460,qt interval,11593,1991,Changes in the QT interval during obstructive sleep apnea
100997,prevalence,11299,1991,Periodic limb movements in sleep in community-dwelling elderly
100993,prevalence,11299,1991,Sleep-disordered breathing in community-dwelling elderly
97553,premature infant,11239,1991,Pharmacokinetic aspects of caffeine in premature infants
101496,premature infant,11239,1991,Pharmacokinetic aspects of caffeine in premature infants
101289,pregnancy,11230,1991,Severe obstructive sleep apnea and associated snoring documented during external tocography
101498,posture,15174,1991,Accuracy of respiratory inductive plethysmograph in measuring tidal volume during sleep
97554,posture,15174,1991,Accuracy of respiratory inductive plethysmograph in measuring tidal volume during sleep
101502,periodic breathing,10649,1991,Sleep state hypoxia and periodic breathing in the neonate
101514,pharyngeal pressure,14886,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
97557,pharyngeal pressure,14886,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
101526,pattern of breathing,801,1991,Snoring during NREM sleep Respiratory timing esophageal pressure and EEG arousal
100997,periodic limb movement during sleep,10657,1991,Periodic limb movements in sleep in community-dwelling elderly
101452,pickwickian syndrome,14087,1991,Near miss death in obstructive sleep apnea A critical care syndrome
102025,portable monitoring,11045,1991,Night-to-night variability of disturbed breathing during sleep in an elderly community sample
97557,pharynx,15132,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
102043,pharynx,15132,1991,Effect of general anaesthesia on the pharynx
101310,pharynx,15132,1991,Anesthetic management of obstructive sleep apnea patients
101514,pharynx,15132,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
100975,pharynx,15132,1991,Pattern of snoring in obstructive sleep apnea patients and in heavy snorers
101269,pharyngoplasty,14843,1991,Pharyngoplasty surgery and obstructive sleep apnoea
125229,pharynx,15132,1991,Effect of general anaesthesia on the pharynx
101525,upper airway,14431,1991,Pressure-volume properties of the upper airway in man
102030,upper airway,14431,1991,Pattern of simulated snoring is different through mouth and nose
97552,upper airway,14431,1991,Pattern of simulated snoring is different through mouth and nose
97557,upper airway reflex,13633,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
101514,upper airway reflex,13633,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
101511,upper airway muscle,14958,1991,Effect of oxygenation on breath-by-breath response of the genioglossus muscle during occlusion
97556,upper airway muscle,14958,1991,Effect of oxygenation on breath-by-breath response of the genioglossus muscle during occlusion
101333,weight loss,13880,1991,Obstructive sleep apnoea syndrome in morbidly obese patients
101507,weight loss,13880,1991,Sleep-related growth hormone secretion in human obesity Effect of dietary treatment
101291,ventilation,15920,1991,Postoperative obstructive sleep apnoea Haemodynamic effects of treatment with nasal CPAP
101452,ventilation,15920,1991,Near miss death in obstructive sleep apnea A critical care syndrome
101457,ventilation,15920,1991,Emergency adenotonsillectomy for acute postoperative upper airway obstruction
101460,ventricular arrhythmia,13767,1991,Changes in the QT interval during obstructive sleep apnea
101488,videoradiography,15691,1991,Videoradiography at submental electrical stimulation during apnea in obstructive sleep apnea syndrome A case report
101420,videoradiography,15691,1991,Videoradiography at submental electrical stimulation during apnea in obstructive sleep apnea syndrome A case report
97547,videoradiography,15691,1991,Videoradiography at submental electrical stimulation during apnea in obstructive sleep apnea syndrome A case report
97549,videoradiography,15691,1991,Videoradiography at submental electrical stimulation during apnea in obstructive sleep apnea syndrome A case report
101274,morbidity,8897,1991,Postoperative episodic oxygen desaturation in the sleep apnoea syndrome
97555,model,8833,1991,Sleep-induced periodic breathing and apnea A theoretical study
101510,model,8833,1991,Sleep-induced periodic breathing and apnea A theoretical study
101468,metoprolol,8624,1991,Sleep disturbances in hypertension A double-blind study between isradipine and metoprolol
97548,metoprolol,8624,1991,Sleep disturbances in hypertension A double-blind study between isradipine and metoprolol
101523,narcolepsy,9240,1991,Sleep-related eating disorders Polysomnographic correlates of a heterogeneous syndrome distinct from daytime eating disorders
100997,myoclonus,9192,1991,Periodic limb movements in sleep in community-dwelling elderly
101435,myocardial infarction,9177,1991,Sleep apnea in patients with acute myocardial infarction
101452,mortality,8926,1991,Near miss death in obstructive sleep apnea A critical care syndrome
125223,mortality,8926,1991,Prevalent sleep problems in the aged
101452,mechanical,8392,1991,Near miss death in obstructive sleep apnea A critical care syndrome
101511,mechanoreceptor,8411,1991,Effect of oxygenation on breath-by-breath response of the genioglossus muscle during occlusion
97556,mechanoreceptor,8411,1991,Effect of oxygenation on breath-by-breath response of the genioglossus muscle during occlusion
101001,mental retardation,8541,1991,Cognitive and motor skills in achondroplastic infants Neurologic and respiratory correlates
101424,malocclusion,8202,1991,The influence of tonsillar obstruction and tonsillectomy on facial growth and dental arch morphology
101310,palate,10396,1991,Anesthetic management of obstructive sleep apnea patients
102025,oximetry,10320,1991,Night-to-night variability of disturbed breathing during sleep in an elderly community sample
100989,oximetry,10320,1991,Computerized detection of respiratory events during sleep from rapid increases in oxyhemoglobin saturation
101461,oxygen,10323,1991,Haemodynamic effects of periodic ventilation Abolition with supplementary oxygen
125227,oxygen,10323,1991,Haemodynamic effects of periodic ventilation Abolition with supplementary oxygen
101422,oxygen desaturation,10326,1991,Quantification of sleep disordered breathing by computerized analysis of oximetry heart rate and snoring
101501,nocturnal hypoxia,9651,1991,Nocturnal hypoxia in unilateral diaphragmatic paralysis
101452,obstructive,9918,1991,Near miss death in obstructive sleep apnea A critical care syndrome
101457,obstruction,13997,1991,Emergency adenotonsillectomy for acute postoperative upper airway obstruction
102016,natriuretic peptide,9382,1991,Atrial natriuretic peptide in habitual snorers
101287,nasal resistance,9333,1991,Obstructive sleep apnoea in adults presenting with snoring
102042,nasal packing,9317,1991,Episodic nocturnal hypoxia and nasal packs
102042,nocturnal,9618,1991,Episodic nocturnal hypoxia and nasal packs
97548,hypertension,6451,1991,Sleep disturbances in hypertension A double-blind study between isradipine and metoprolol
97546,hypertension,6451,1991,URINARY EXCRETION OF PROSTANOIDS DURING SLEEP IN OBSTRUCTIVE SLEEP APNOEA PATIENTS
101313,hypertension,6451,1991,URINARY EXCRETION OF PROSTANOIDS DURING SLEEP IN OBSTRUCTIVE SLEEP APNOEA PATIENTS
101414,hypertension,6451,1991,Influence of antihypertensive drug therapy on sleep pattern and sleep apnea activity
101433,hypertension,6451,1991,High incidence of sleep apnea syndrome in a male diabetic population
101431,hypertension,6451,1991,Blood pressure and sleep apnea Results of long-term nasal continuous positive airway pressure therapy
101468,hypertension,6451,1991,Sleep disturbances in hypertension A double-blind study between isradipine and metoprolol
101500,home monitoring,6374,1991,Sleep and apnea in the elderly Reliability and validity of 24-hour recordings in the home
101452,hypersomnia,6581,1991,Near miss death in obstructive sleep apnea A critical care syndrome
101514,hyoid bone,6519,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
97557,hyoid bone,6519,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
101507,gh,5789,1991,Sleep-related growth hormone secretion in human obesity Effect of dietary treatment
100984,genioglossus,5741,1991,Mandible position and activation of submental and masseter muscles during sleep
97543,genioglossus,5741,1991,Mandible position and activation of submental and masseter muscles during sleep
101460,heart rate,6138,1991,Changes in the QT interval during obstructive sleep apnea
101414,hemodynamics,6200,1991,Influence of antihypertensive drug therapy on sleep pattern and sleep apnea activity
101340,growth hormone,5952,1991,Sleep in acromegaly before and after treatment with adenomectomy
101499,growth hormone,5952,1991,GrowthPromoting Effect of Human Growth Hormone on Patients with Achondroplasia
101477,infant,6950,1991,Sleep apnea in infants who succumb to the sudden infant death syndrome
102042,hypoxia,6716,1991,Episodic nocturnal hypoxia and nasal packs
101502,hypoxia,6716,1991,Sleep state hypoxia and periodic breathing in the neonate
101435,hypoxemia,6713,1991,Sleep apnea in patients with acute myocardial infarction
101342,hypoxemia,6713,1991,Peripheral edema in the sleep apnea/hypopnea syndrome
101274,hypoxemia,6713,1991,Postoperative episodic oxygen desaturation in the sleep apnoea syndrome
101265,hypoglossal nucleus,6654,1991,Respiratory-related activity in hypoglossal neurons across sleep-waking states in cats
101452,intubation,7315,1991,Near miss death in obstructive sleep apnea A critical care syndrome
102029,intrathoracic pressure,7297,1991,Thoracic traction on the trachea Mechanisms and magnitude
97551,intrathoracic pressure,7297,1991,Thoracic traction on the trachea Mechanisms and magnitude
97543,jaw,7400,1991,Mandible position and activation of submental and masseter muscles during sleep
100984,jaw,7400,1991,Mandible position and activation of submental and masseter muscles during sleep
101514,larynx,7610,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
97557,larynx,7610,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
101427,laryngomalacia,7598,1991,Laryngomalacia a cause for early near miss for SIDS
100986,insomnia,7050,1991,A new method for measuring daytime sleepiness The Epworth sleepiness scale
101523,clonazepam,2964,1991,Sleep-related eating disorders Polysomnographic correlates of a heterogeneous syndrome distinct from daytime eating disorders
101514,closing pressure,2972,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
97557,closing pressure,2972,1991,Pressure-diameter relationships of the upper airway in awake supine subjects
101291,complication,3175,1991,Postoperative obstructive sleep apnoea Haemodynamic effects of treatment with nasal CPAP
101298,complication,3175,1991,Sleep apnea syndromes A potential contraindication for patient-controlled analgesia
101237,coronary heart disease,2582,1991,Nocturnal myocardial ischemia and cardiac arrhythmia in patients with sleep apnea with and without coronary heart disease
101435,coronary artery disease,3448,1991,Sleep apnea in patients with acute myocardial infarction
101317,craniofacial morphology,3596,1991,Cephalometric analysis of permanently snoring patients with and without obstructive sleep apnea syndrome
101452,critical care,3635,1991,Near miss death in obstructive sleep apnea A critical care syndrome
125223,dementia,3873,1991,Prevalent sleep problems in the aged
101435,electrocardiography,4486,1991,Sleep apnea in patients with acute myocardial infarction
101440,driving performance,4356,1991,Simulated long-term driving performance before and after uvulopalatopharyngoplasty
102029,dog,4284,1991,Thoracic traction on the trachea Mechanisms and magnitude
97551,dog,4284,1991,Thoracic traction on the trachea Mechanisms and magnitude
101254,duchenne muscular dystrophy,4404,1991,Nocturnal sleep and oxygen balance in Duchenne muscular dystrophy - A clinicla and polygraphic 2-year follow-up study
99618,duchenne muscular dystrophy,4404,1991,Nocturnal sleep and oxygen balance in Duchenne muscular dystrophy - A clinicla and polygraphic 2-year follow-up study
101471,essential hypertension,4943,1991,Obstructive sleep apnea syndrome in Male hypertensives refractory to drug therapy Nocturnal automatic blood pressure measurements - an aid to diagnosis
101419,event-related potential,4905,1991,Auditory event-related potentials in obstructive sleep apnea effects of treatment with nasal continuous positive airway pressure
101455,excessive daytime sleepiness,4522,1991,Symptoms in heavy snorers with and without obstructive sleep apnea
102017,fatigue,5223,1991,Effects of hypoxia and hypercapnia on geniohyoid contractility and endurance
97550,fatigue,5223,1991,Effects of hypoxia and hypercapnia on geniohyoid contractility and endurance
97552,flow limitation,5363,1991,Pattern of simulated snoring is different through mouth and nose
102030,flow limitation,5363,1991,Pattern of simulated snoring is different through mouth and nose
100975,flow limitation,5363,1991,Pattern of snoring in obstructive sleep apnea patients and in heavy snorers
101461,arterial pressure,1131,1991,Haemodynamic effects of periodic ventilation Abolition with supplementary oxygen
125227,arterial pressure,1131,1991,Haemodynamic effects of periodic ventilation Abolition with supplementary oxygen
101296,atrial natriuretic peptide,1258,1991,Effects of treatment with nasal continuous positive airway pressure on atrial natriuretic peptide and arginine vasopressin release during sleep in patients with obstructive sleep apnoea
101298,analgesic,773,1991,Sleep apnea syndromes A potential contraindication for patient-controlled analgesia
101310,anesthesia,812,1991,Anesthetic management of obstructive sleep apnea patients
101274,apnea syndrome,1022,1991,Postoperative episodic oxygen desaturation in the sleep apnoea syndrome
102044,adenoid,350,1991,Effect of enlarged adenoids on arterial blood gases in children
101340,acromegaly,251,1991,Sleep in acromegaly before and after treatment with adenomectomy
101001,achondroplasia,214,1991,Cognitive and motor skills in achondroplastic infants Neurologic and respiratory correlates
101499,achondroplasia,214,1991,GrowthPromoting Effect of Human Growth Hormone on Patients with Achondroplasia
101316,alcohol,598,1991,The sleep apnoea syndrome in obesity Risk of sudden death
101453,aldosterone,609,1991,Obstructive sleep apnea treatment Peripheral and central effects on plasma renin activity and aldosterone
100993,aging,494,1991,Sleep-disordered breathing in community-dwelling elderly
100997,aging,494,1991,Periodic limb movements in sleep in community-dwelling elderly
101440,automobile accident,1346,1991,Simulated long-term driving performance before and after uvulopalatopharyngoplasty
101422,breath sound,1900,1991,Quantification of sleep disordered breathing by computerized analysis of oximetry heart rate and snoring
101435,cardiac output,2139,1991,Sleep apnea in patients with acute myocardial infarction
99622,cerebral infarction,2479,1991,Snoring and the risk of ischemic brain infarction
101447,cerebral infarction,2479,1991,Snoring and the risk of ischemic brain infarction
101288,chiari malformation,2633,1991,Sleep apneas convulsive syncopes and autonomic impairment in type i arnold-chiari malformation
101511,chemoreceptors,2600,1991,Effect of oxygenation on breath-by-breath response of the genioglossus muscle during occlusion
97556,chemoreceptors,2600,1991,Effect of oxygenation on breath-by-breath response of the genioglossus muscle during occlusion
97550,cat,2338,1991,Effects of hypoxia and hypercapnia on geniohyoid contractility and endurance
102017,cat,2338,1991,Effects of hypoxia and hypercapnia on geniohyoid contractility and endurance
101438,catecholamines,2349,1991,Atrial natriuretic peptide and catecholamines in obstructive sleep apnea syndrome
101317,cephalometric,2451,1991,Cephalometric analysis of permanently snoring patients with and without obstructive sleep apnea syndrome
101515,children,2656,1991,The mean duration of gastroesophageal reflux during sleep as an indicator of respiratory symptoms from gastroesophageal reflux in children
101452,chronic obstructive,2763,1991,Near miss death in obstructive sleep apnea A critical care syndrome
100818,cine study,2826,1992,Dynamic study of the upper airway with ultrafast spoiled GRASS MR imaging
100795,children,2656,1992,Sleep apnea syndrome in children-secondary to adenotonsillar hypertrophy
100794,cephalometric,2451,1992,Palatopharyngoglossoplasty in the treatment of patients with obstructive sleep apnea syndrome
100882,cardiac output,2139,1992,Cardiovascular changes associated with obstructive sleep apnea syndrome
97527,cardiac output,2139,1992,Cardiovascular changes associated with obstructive sleep apnea syndrome
100921,cardiac failure,2123,1992,Left heart failure and alveolar hypoventilation induced by Cheynes-Stockes respiration  successful trial of nasal CPAP Dcompensation cardiaque gauche et hypoventilation alvolaire par respiration de Cheynes-Stockes  succs de la VS-PEP nasale
100899,carotid body,2292,1992,Carotid chemoreceptors systemic blood pressure and chronic episodic hypoxia mimicking sleep apnea
97531,carotid body,2292,1992,Carotid chemoreceptors systemic blood pressure and chronic episodic hypoxia mimicking sleep apnea
100928,breathing pattern,1923,1992,Short technical note Quantification of periodic breathing Preliminary studies
100690,bradycardia,1832,1992,Parasympathetic hyperresponsiveness and bradyarrhythmias during apnoea in hypertension
100665,brain,1835,1992,Sleep disruption and increased apneas after pontine microinjection of morphine
100899,baroreceptor,1462,1992,Carotid chemoreceptors systemic blood pressure and chronic episodic hypoxia mimicking sleep apnea
97531,baroreceptor,1462,1992,Carotid chemoreceptors systemic blood pressure and chronic episodic hypoxia mimicking sleep apnea
100767,alcohol consumption,601,1992,Do patients with the sleep apnea/hypopnea syndrome drink more alcohol
100938,airway,535,1992,Effects of IV midazolam on upper airway resistance
125222,airway,535,1992,Effects of IV midazolam on upper airway resistance
100943,alte,661,1992,Polygraphy after discharge in preterm infants with and without apnea in the nursery
100922,actigraph,258,1992,Actigraphic measurements of sleep in rheumatoid arthritis Comparison of patients with low back pain and healthy controls
125221,actigraph,258,1992,Actigraphic measurements of sleep in rheumatoid arthritis Comparison of patients with low back pain and healthy controls
100876,acetazolamide,206,1992,Obstructive sleep apnea in ArnoldChiari malformation treated with acetazolamide
100818,anomaly,162,1992,Dynamic study of the upper airway with ultrafast spoiled GRASS MR imaging
100818,anomaly,162,1992,Dynamic study of the upper airway with ultrafast spoiled GRASS MR imaging
100777,adenoidectomy,362,1992,Hypoxia in sleeping children overnight studies can be reduced to 4 hours without loss of clinical significance
100945,activity,275,1992,Automatic sleep/wake identification from wrist activity
100783,apert syndrome,995,1992,Upper and lower airway compromise in the Apert syndrome
100924,apparent life threatening event,1059,1992,Polysomnographic and clinical data of 122 infants with an apparent life threatening event LEBENSBEDROHLICHES EREIGNIS BEI SAUGLINGEN POLYSOMNOGRAPHISCHE UND KLINISCHE UNTERSUCHUNGSERGEBNISSE EINER GRUPPE VON 122 SAUGLINGEN
100665,analgesic,773,1992,Sleep disruption and increased apneas after pontine microinjection of morphine
100771,analgesic,773,1992,Treatment of postoperative pain with diclofenac in uvulopalatopharyngoplasty
100671,anoxemia,867,1992,Sympathetic denervation blocks blood pressure elevation in episodic hypoxia
100696,anoxemia,867,1992,Repetitive episodic hypoxia causes diurnal elevation of blood pressure in rats
100696,anoxia,868,1992,Repetitive episodic hypoxia causes diurnal elevation of blood pressure in rats
100671,anoxia,868,1992,Sympathetic denervation blocks blood pressure elevation in episodic hypoxia
100648,anoxia,868,1992,Neurobehavioral manifestations in obstructive sleep apnea syndrome before and after treatment with continuous positive airway pressure
100899,anoxia,868,1992,Carotid chemoreceptors systemic blood pressure and chronic episodic hypoxia mimicking sleep apnea
97531,anoxia,868,1992,Carotid chemoreceptors systemic blood pressure and chronic episodic hypoxia mimicking sleep apnea
100845,atrial natriuretic peptide,1258,1992,Changes of circulating atrial natriuretic peptide and antidiuretic hormone in obstructive sleep apnea syndrome
100817,arterial oxygen saturation,1127,1992,Short term use of fluoxetine in asymptomatic obese subjects with sleep-related hypoventilation
125398,arterial oxygen saturation,1127,1992,Short term use of fluoxetine in asymptomatic obese subjects with sleep-related hypoventilation
97533,fiber type,5296,1992,Effect of hypothyroidism on myosin heavy chain expression in rat pharyngeal dilator muscles
100913,fiber type,5296,1992,Effect of hypothyroidism on myosin heavy chain expression in rat pharyngeal dilator muscles
100911,factor analysis,5160,1992,Reliability and factor analysis of the Epworth Sleepiness Scale
100696,essential hypertension,4943,1992,Repetitive episodic hypoxia causes diurnal elevation of blood pressure in rats
100737,erythropoietin,4914,1992,Secondary polycythaemia associated with nocturnal apnoea - A relationship not mediated by erythropoietin
100911,epworth,4875,1992,Reliability and factor analysis of the Epworth Sleepiness Scale
97538,dog,4284,1992,Effects of pharyngeal lubrication on the opening of obstructed upper airway
100936,dog,4284,1992,Effects of pharyngeal lubrication on the opening of obstructed upper airway
100821,driving,4345,1992,Sleep apnea syndrome symptoms and automobile driving in a general population
100895,correlation,3480,1992,The mandible - a measure of the nasopharynx
125219,correlation,3480,1992,The mandible - a measure of the nasopharynx
100783,cor pulmonale,3425,1992,Upper and lower airway compromise in the Apert syndrome
100914,control of breathing,3392,1992,Respiratory system stability and abnormal carbon dioxide homeostasis
100876,control of breathing,3392,1992,Obstructive sleep apnea in ArnoldChiari malformation treated with acetazolamide
100865,control of breathing,3392,1992,Effects of high-frequency pressure waves applied to upper airway on respiration in central apnea
100936,control of breathing,3392,1992,Effects of pharyngeal lubrication on the opening of obstructed upper airway
97534,control of breathing,3392,1992,Respiratory system stability and abnormal carbon dioxide homeostasis
97525,control of breathing,3392,1992,Effects of high-frequency pressure waves applied to upper airway on respiration in central apnea
97538,control of breathing,3392,1992,Effects of pharyngeal lubrication on the opening of obstructed upper airway
97540,control of ventilation,3396,1992,Effects of selective sleep deprivation on ventilation during recovery sleep in normal humans
100959,control of ventilation,3396,1992,Effects of selective sleep deprivation on ventilation during recovery sleep in normal humans
100875,control of ventilation,3396,1992,Correlation between oscillations in ventilation and frequency content of the electroencephalogram
100914,congenital central hypoventilation syndrome,2371,1992,Respiratory system stability and abnormal carbon dioxide homeostasis
97534,congenital central hypoventilation syndrome,2371,1992,Respiratory system stability and abnormal carbon dioxide homeostasis
100774,continuous positive airway,3355,1992,Decrease in haematocrit with continuous positive airway pressure treatment in obstructive sleep apnoea patients
100880,circadian rhythm,2840,1992,Circadian rhythm of blood pressure in patients with obstructive sleep apnea
100916,insomnia,7050,1992,Periodic leg movements during sleep before and after heart transplantation
100908,laser,7612,1992,Treatment of snoring-with and without carbon dioxide laser
100964,hypoglossal nerve,6651,1992,Nonvagal modulation of hypoglossal neural activity
100737,hypoxaemia,6709,1992,Secondary polycythaemia associated with nocturnal apnoea - A relationship not mediated by erythropoietin
100965,hypoventilation,6702,1992,Determinants of poststimulus potentiation in humans during NREM sleep
100919,hypoventilation,6702,1992,Sleep-related Disorders in the Obese
99614,hypoventilation,6702,1992,Sleep-related Disorders in the Obese
97542,hypoventilation,6702,1992,Determinants of poststimulus potentiation in humans during NREM sleep
100899,hypoxemia,6713,1992,Carotid chemoreceptors systemic blood pressure and chronic episodic hypoxia mimicking sleep apnea
100891,hypoxemia,6713,1992,Diurnal variations in serum erythropoietin levels in healthy subjects and sleep apnea patients
97531,hypoxemia,6713,1992,Carotid chemoreceptors systemic blood pressure and chronic episodic hypoxia mimicking sleep apnea
97530,hypoxemia,6713,1992,Diurnal variations in serum erythropoietin levels in healthy subjects and sleep apnea patients
125218,hypoxemia,6713,1992,Computer quantitation of saturation impairment time as an index of oxygenation during sleep
100965,hypoxia,6716,1992,Determinants of poststimulus potentiation in humans during NREM sleep
100690,hypoxia,6716,1992,Parasympathetic hyperresponsiveness and bradyarrhythmias during apnoea in hypertension
100842,hypoxia,6716,1992,Hypoxia episodes during sleep in high tetraplegia
97542,hypoxia,6716,1992,Determinants of poststimulus potentiation in humans during NREM sleep
100876,infant,6950,1992,Obstructive sleep apnea in ArnoldChiari malformation treated with acetazolamide
100912,infant,6950,1992,Prolonged periodic breathing Significance in sleep studies
100818,image processing,6808,1992,Dynamic study of the upper airway with ultrafast spoiled GRASS MR imaging
100868,hemodynamics,6200,1992,Stroke volume and cardiac output decrease at termination of obstructive apneas
97526,hemodynamics,6200,1992,Stroke volume and cardiac output decrease at termination of obstructive apneas
100923,heart rate,6138,1992,Comparison of 2channel and 4channel pneumograms
100887,heart rate,6138,1992,Repetitive apneas induce periodic hypertension in normal subjects through hypoxia
100882,heart rate,6138,1992,Cardiovascular changes associated with obstructive sleep apnea syndrome
97528,heart rate,6138,1992,Repetitive apneas induce periodic hypertension in normal subjects through hypoxia
97527,heart rate,6138,1992,Cardiovascular changes associated with obstructive sleep apnea syndrome
