art_id,keyword,art_year,citation,title,author_name,affiliation_1,affiliation_2,country
96286,apnea; opioids; sleepdisordered breathing; withdrawal,2015,3,Sleep-disordered breathing decreases after opioid withdrawal Results of a prospective controlled trial,schwarzer a; aichinger-hinterhofer m; maier c; vollert j; walther jw,departments of internal medicine  pneumology  allergology and sleep medicine  bguniversity hospital bergmannsheil  ruhruniversity bochum; departments of pain medicine  bguniversity hospital bergmannsheil  ruhruniversity bochum  bürkledelacampplatz,bochum,germany
96287,computational fluid dynamics; nasal cavity; obstructive sleep apnea; pharyngeal wall pressure,2015,2,Numerical simulation of pharyngeal airflow applied to obstructive sleep apnea effect of the nasal cavity in anatomically accurate airway models,cisonni j; lucey ad; king ajc; islam sms; lewis r; goonewardene ms,fluid dynamics research group  department of mechanical engineering  curtin university  perth; fluid dynamics research group  department of mechanical engineering  curtin university  perth  wa  australia  school of dentistryoral health centre of western australia  university of western australia  crawley; perth head and neck surgery  nedlands; school of dentistryoral health centre of western australia  university of western australia  crawley,wa,australia
96288,arterial stiffness; inflammatory markers; metabolic syndrome; nonalcoholic fatty liver disease; vascular risk factors; women,2015,2,Emerging vascular risk factors in women Any differences from men,katsiki n; mikhailidis dp,department of clinical biochemistry vascular disease prevention clinic and department of surgery  royal free hospital campus  university college london ucl  pond street; second propedeutic department of internal medicine  medical school  aristotle university of thessaloniki,london; thessaloniki,greece; united kingdom
96290,adolescent; obstructive sleep apnea syndrome; pharyngeal critical pressure,2015,0,Changes of pharyngeal critical pressure in obese adolescents with obstructive sleep apnea syndrome and its clinical significance,yuan h; zhang z; zhang y; peng l; hua s,department of cardiovascular medicine  second hospital  jilin university; department of neurology  peoples hospital  jilin province; department of respiratory medicine  first hospital  jilin university,changchun,china
96291,nasal pressure; realtime detection; rulebased method; snoring,2015,2,Nasal pressure recordings for automatic snoring detection,lee h-k; kim h; lee k-j,department of biomedical engineering  yonsei university   yonseidaegil  wonjusi; division of pulmonary and critical care medicine  samsung medical center  sungkyunkwan university school of medicine   irwonro  gangnamgu; interdisciplinary consortium on advanced motion performance icamp  department of surgery  college of medicine  the university of arizona  tucson,az; gangwondo; seoul,south korea; united states
96292,atherosclerosis; blood pressure; continuous positive airway pressure; hypertension; hypertrophy; obstructive sleep apnea; sleep,2015,1,Obstructive sleep apnea syndrome continuous positive airway pressure and treatment of hypertension,floras js,university health network and mount sinai hospital division of cardiology  university of toronto  toronto,on,canada
96293,atherosclerosis; intermittent hypoxia; obstructive sleep apnea; thromboxane a,2015,0,Could the thromboxane A2 pathway be a therapeutic target for the treatment of obstructive sleep apnea-induced atherosclerosis,gautier-veyret e; van noolen l; lvy p; pepin jl; stanke-labesque f,univ grenoble alpes  grenoble  france  inserm u  hp  grenoble  france  centre hospitalier universitaire de grenoble  hôpital albert michalon,grenoble,france
96294,cardiorespiratory interactions; ecg morphology; leastsquares support vector machine; sleep apnea,2015,10,A Novel Algorithm for the Automatic Detection of Sleep Apnea from Single-Lead ECG,varon c; caicedo a; testelmans d; buyse b; van huffel s,; department of electrical engineeringesat  stadius center for dynamical systems  signal processing and data analytics  iminds medical it department  ku leuven,katholieke universiteit leuven; leuven; university hospitals leuven,belgium
96295,abuse potential; alzheimer disease; diabetes; neuropathic pain; obstructive sleep apnea; opioid deterrent formulations; proconvulsive assessment; safety pharmacology; sleep disturbances,2015,0,14th Annual Meeting of the Safety Pharmacology Society Threading through peripheral and central nervous system presentations,cavero i; holzgrefe h,rue de la glacière; seabiscuit drive  reno,nv; paris,france; united states
96296,cpap; inorganic; masks; microbial; risk; tubes,2015,0,Multilateral characterization of masks and tubes surfaces in contact with respiratory system through ventilation,coman ac; todea da; popa f; radu t; cadar o; borzan c,department of community medicine  faculty of medicine  iuliuhatieganu university of medicine and pharmacy   babes street; department of materials science and technology  technical university of cluj napoca   muncii avenue; department of pneumolgy  faculty of medicine  iuliuhatieganu university of medicine and pharmacy   babes street; faculty of physics and interdisciplinary research institute on bionanosciences  babesbolyai university   m kogalniceanu; incdoinoe   research institute for analytical instrumentation   donath street,clujnapoca,romania
96297,antihypertensive drugs; betablockers; carvedilol; chronic intermittent hypoxia; telemetry,2015,4,Efficacy of carvedilol in reversing hypertension induced by chronic intermittent hypoxia in rats,diogo ln; pereira sa; nunes ar; afonso ra; santos ai; monteiro ec,nova medical school  faculdade de ciências médicas,universidade nova de lisboalisboa,portugal
96298,body mass index; obstructive sleep apnea; sex hormone; testosterone,2015,0,Serum sex hormone levels in different severity of male adult obstructive sleep apnea-hypopnea syndrome in East Asians,dong j-q; chen x; xiao y; zhang r; niu x; kong w-j,department of otolaryngology  union hospital  tongji medical college  huazhong university of science and technology,wuhan,china
96299,allergy; obesity; respiratory diseases; sleep; snoring,2015,0,Snoring in people having respiratory disease,gayathri m,saveetha dental college and hospital   ph road,chennai,india
96300,angiotensin  receptor; cells proliferation; intermittent hyopxia; mitogenactivated protein kinases; myeloid differentiation primary response ; tumor necrosis factor receptorassociated factor ,2015,1,Regulatory effects of ATinf1/infR-TRAF6-MAPKs signaling on proliferation of intermittent hypoxia-induced human umbilical vein endothelial cells,shang j; guo x-l; deng y; yuan x; liu h-g,department of respiratory and critical care medicine  key laboratory of respiratory disease of the ministry of health  tongji hospital  tongji medical college  huazhong university of science and technology,wuhan,china
96301,polysomnography; pressure bed sensor; respiration monitoring; sleep apneahypopnea syndrome; sleep monitoring; unattended portable monitor; unobtrusive measure,2015,3,Evaluation of Pressure Bed Sensor for Automatic SAHS Screening,mora gg; kortelainen jm; hernndez erp; tenhunen m; bianchi am; mndez mo,department of biomedical engineering  politecnico di milano; department of clinical neurophysiology  tampere university hospital; facultad de ciencias  universidad autónoma de san luis potosí; universidad autónoma de san luis potosí; valmistustekniikka turvallisuustekniikka technical research centre of finland,milan; san luis potosí; tampere,finland; italy; mexico
96303,computational fluid dynamics; muller maneuver; obstructive sleep apnea syndrome; upper airway,2015,0,Computational fluid dynamics simulation of the upper airway of obstructive sleep apnea syndrome by Muller maneuver,nie p; xu x-l; tang y-m; wang x-l; xue x-c; wu y-d; zhu m,department of oral  craniomaxillofacial science  shanghai ninth peoples hospital  college of stomatology  shanghai jiao tong university school of medicine  top priority clinical medical center of shanghai municipal commission of health and family planning  shanghai key laboratory of stomatology; department of stomatology  pudong new district oculopathy odontopathy dispensary; school of aeronautics and astronautics  shanghai jiao tong university,shanghai,china
96304,adherence; bootstrap analysis; kmeans cluster analysis; ncpap; osas; predictive model,2015,1,Pre- and in-therapy predictive score models of adult osaspatients with poor adherence pattern on nCPAP therapy,wang y; geater af; chai y; luo j; niu x; hai b; qin j; li y,department of epidemiology and biostatistics  school of public health  kunming medical university  kunming; department of respiratory medicine  the nd affiliated hospital of kunming medical university  kunming; department of respiratory medicine  the nd affiliated hospital of kunming medical university  kunming  yunnan province  china  department of epidemiology and biostatistics  school of public health  kunming medical university  kunming; epidemiology unit  prince of songkla university  hat yai,songkhla; yunnan province,china; thailand
96305,flow analysis; mxillomandibular advancement suregery; obstructive sleep apnea syndrome; upper airway,2015,0,Flow analyses of upper airway before and after maxillomandibular advancement surgery for obstructive sleep apnea patient,kim h-h; suh s-h; choi j-y; kim t,dept of mechanical engineering; dept of oral and maxillofacial surgey  school of dentistry,seoul natl univ; soongsil univ,south korea
96306,nocturnal respiratory events; novel parameters; obstruction severity; sleep apnea; weight gain; weight loss,2015,0,Amount of weight loss or gain influences the severity of respiratory events in sleep apnea,kulkas a; leppnen t; sahlman j; tiihonen p; mervaala e; kokkarinen j; randell j; sepp j; tyrs j; tuomilehto h,department of clinical neurophysiology  kuopio university hospital; department of clinical neurophysiology  kuopio university hospital  kuopio  finland  department of applied physics  university of eastern finland; department of clinical neurophysiology  kuopio university hospital  kuopio  finland  institute of clinical medicine  university of eastern finland; department of clinical neurophysiology  seinäjoki central hospital  hanneksenrinne   seinäjoki  finland  department of applied physics  university of eastern finland; department of otorhinolaryngology  kuopio university hospital  kuopio  finland  institute of clinical medicine  university of eastern finland; department of respiratory medicine  kuopio university hospital; oivauni sleep clinic  kuopio  finland  department of clinical nutrition  institute of public health and clinical nutrition  university of eastern finland,kuopio,finland
96307,copeptin; infammation; obstructive sleep apnea; predictor,2015,3,Copeptin A new predictor for severe obstructive sleep apnea,inarka h; kayhan s; karata m; yavuz a; gm a; zyurt s; cumhur cre m; cumhur ahin,department of biochemistry  recep tayyip erdoan university; department of chest diseases  recep tayyip erdogan university,rize,turkey
96308,breathing artifacts; envelope detector; median filters; sleep apnea and hypopnea,2015,1,Automated detection of sleep apnea and hypopnea events based on robust airflow envelope tracking in the presence of breathing artifacts,ciolek m; niedzwiecki m; sieklicki s; drozdowski j; siebert j,department of automatic control  faculty of electronics  telecommunications and computer science  gdánsk university of technology; department of family medicine  medical university of gdánsk  gdánsk  poland  gdánsk university of technology; department of pneumology and allergology  medical university of gdánsk,gdánsk,poland
96309,analog integrated circuits; apnea home test; microelectromechanical systems pressure sensor; sleep apnea; sleep monitoring; timedomain signal processing,2015,4,A home sleep apnea screening device with time-domain signal processing and autonomous scoring capability,jin j; sanchez-sinencio e,department of electrical engineering  texas a and m university  college station,tx,united states
96311,abdominal fluid volume; leg fluid volume; neck fluid volume; rostral fluid shift; sex; supine position; thoracic fluid volume; upper airway,2015,8,Investigating the Dynamics of Supine Fluid Redistribution Within Multiple Body Segments Between Men and Women,yadollahi a; singh b; bradley td,university health network toronto rehabilitation institute  room    university ave  toronto; university health network toronto rehabilitation institute  room    university ave  toronto  on  canada  centre for sleep medicine and circadian biology  university of toronto  toronto  canada  department of medicine  university health network toronto general hospital; university health network toronto rehabilitation institute  room    university ave  toronto  on  canada  institute of biomaterials and biomedical engineering  university of toronto,on; toronto,canada
96312,intermittent hypoxia; metallothionein; nuclear factorlike ; obstructive sleep apnea; renal injury,2015,7,Metallothionein deletion exacerbates intermittent hypoxia-induced renal injury in mice,wu h; zhou s; kong l; chen j; feng w; cai j; miao l; tan y,department of nephrology  the second hospital of jilin university; department of nephrology  the second hospital of jilin university  changchun  china  kosair childrens hospital research institute  department of pediatrics  the university of louisville  louisville; department of pharmacology and toxicology  the university of louisville school of medicine  louisville; kosair childrens hospital research institute  department of pediatrics  the university of louisville  louisville; kosair childrens hospital research institute  department of pediatrics  the university of louisville  louisville  ky  united states  cardiovascular center  the first hospital of jilin university; kosair childrens hospital research institute  department of pediatrics  the university of louisville  louisville  ky  united states  department of pharmacology and toxicology  the university of louisville school of medicine  louisville,changchun; ky,china; united states
96313,heatcuring acrylic resins; mandible advancement device; obstructive sleep apnea; oral appliances; thermoforming method,2015,0,Acrylic coustom made oral appliances in obstructive sleep apnea therapy,vitalariu a; tatarciuc m; diaconu d; checherita le,university of medicine and pharmacy gr t popa iasi  department of odontologyperiodontology and fixed prosthesis   universitatii str; university of medicine and pharmacy gr t popa iasi  department of removable prothesis oral implantology and dental technology prosthesis   universitatii str,iasi,romania
96315,actigraphy; audio; mhealth; obstructive sleep apnoea; ppg; sleep disorders,2015,3,SleepAp An automated obstructive sleep apnoea screening application for smartphones,behar j; roebuck a; shahid m; daly j; hallack a; palmius n; stradling j; clifford gd,institute of biomedical engineering  department of engineering science  university of oxford; sleep unit  oxford centre for respiratory medicine  oxford biomedical research centre  oxford,oxford; oxfordshire,united kingdom
96316,chronic pain; musculoskeletal; obstructive sleep apnea syndrome,2015,0,Chronic widespread musculoskeletal pain in patients with obstructive sleep apnea syndrome and the relationship between sleep disorder and pain level quality of life and disability,aytekin e; demir se; komut ea; okur sc; burnaz o; caglar ns; demiryontar dy,ministry of health  istanbul training and research hospital; physical medicine and rehabilitation department  bezmialem vakif university  adnan menderes bulvar vatan cad,chest diseases clinic; fatih stanbul; physical medicine and rehabilitation clinic,turkey
96317,airway obstruction; computer simulation; hydrodynamics; obstructive; sleep apnea,2015,0,Establishment of three-dimensional computational fluid dynamics model of upper airway in patients with obstructive sleep apnea-hypopnea syndrome,li s-j; li y-b; li y-m,department of orthodontics  college of stomatology  fourth military medical university of chinese pla  xian; department of stomatology  shangluo municipal woman and childrens hospital  shangluo,shaanxi province,china
96319,acoustic; magnetic resonance imaging; obstructive sleep apnea; snore,2015,2,Acoustic-integrated dynamic MR imaging for a patient with obstructive sleep apnea,chen y-j; shih tt-f; chang y-c; hsu y-c; huon l-k; lo m-t; pham v-t; lin c; wang p-c,department of dental medicine  national taiwan university hospital; department of medical imaging  national taiwan university; department of otolaryngology  cathay general hospital; department of otolaryngology  cathay general hospital  taipei  taiwan  school of medicine  taipei medical university  taipei  taiwan  school of medicine  fu jen catholic university; research center for adaptive data analysis and center for dynamical biomarkers and translational medicine  national central university; research center for adaptive data analysis and center for dynamical biomarkers and translational medicine  national central university  chungli  taiwan  department of electrical engineering  national central university; research center for adaptive data analysis and center for dynamical biomarkers and translational medicine  national central university  chungli  taiwan  department of psychiatry and behavioral sciences  stanford university school of medicine  palo alto; research center for adaptive data analysis and center for dynamical biomarkers and translational medicine  national central university  chungli  taiwan  graduate institute of communication engineering  national taiwan university,ca; chungli; taipei; taoyuan,taiwan; united states
96320,children; left ventricular function; obstructive sleep apnoeahypopnoea syndrome; quantitative tissue velocity imaging; right ventricular function,2015,0,Quantitative tissue velocity imaging evaluation of ventricular function in obstructive sleep apnoea-hypopnoea syndrome in children,mu h; liu j; gong k; li d; zhang j,department of oral and maxillofacial surgery  provincial hospital affiliated to shandong university; department of otorhinolaryngology  qilu childrens hospital of shandong university,jinan,china
96321,atrial fibrillation; diagnosis; obesity; obstructive sleep apnoea,2015,1,Lone atrial fibrillation-a diagnosis of exclusion,tello-montoliu a; hernndez-romero d; snchez-martnez m; valds m; marn f,department of cardiology  hospital clínico universitario virgen de la arrixaca  universidad de murcia,murcia,spain
96322,cpap battery; pap backup power; pap power options; portable cpap; sleep apnea and power outages; sleep apnea travelers; sleep apnea travelers to remote areas; wilderness and sleep apnea,2015,0,Portable power supply options for positive airway pressure devices,riaz m; certal v; camacho m,0,0,
96323,extreme learning machine; obstructive sleep apnea syndrome; periodic limb movement syndrome; wavelet packet transform,2015,1,EMG classification in obstructive sleep apnea syndrome and periodic limb movement syndrome patients by using wavelet packet transform and extreme learning machine,sezgin n,department of electrical and electronics engineering  faculty of engineering and architecture  batman university,batman,turkey
96324,cerebral sonography; cerebral venous flow; neurosonology; obstructive sleep apnea,2015,0,Chronic influences of obstructive sleep apnea on cerebral venous flow,chi h-y; lin c-s; hsu m-h; chan p-c; hu h-h,departments of chest  show chwan memorial hospital; departments of neurology  show chwan memorial hospital; departments of neurology  show chwan memorial hospital  lukang  taiwan  institute of brain science  national yangming university; institute of brain science  national yangming university  taipei  taiwan  department of neurology  taipei veterans general hospital   section  shihpai rd,lukang; taipei,taiwan
96325,decision tree; obstructive sleep apnea; oximetry; polysomnography,2015,0,Use of Oximetry as a Screening Tool for Obstructive Sleep Apnea a Case Study in Taiwan,huang s-h; teng n-c; wang k-j; chen k-h; lee h-c; wang p-c,department of industrial management  national taiwan university of science and technology  no  sec   keelung rd daan dist  taipei; department of otolaryngology  cathay general hospital  taipei   taiwan  taiwan  quality management center  cathay general hospital  taipei  taiwan  taiwan  school of medicine  fu jen catholic university  new taipei; department of psychiatry  psychiatric research center  taipei medical university  taipei  taiwan  department of sleep center  taipei medical university  taipei; department of psychiatry  psychiatric research center  taipei medical university  taipei  taiwan  department of sleep center  taipei medical university  taipei  taiwan  taiwan  department of psychiatry  taipei medical universityshuang ho hospital  taipei; school of dentistry  college of oral medicine  taipei medical university  taipei  taiwan  taiwan  division of oral rehabilitation and center of pediatric dentistry  department of dentistry  taipei medical university hospital  taipei,taiwan,taiwan
96326,electrocardiogram; kernel density; obstructive sleep apnea; polysomnography,2015,0,An Obstructive Sleep Apnea Detection Approach Using Kernel Density Classification Based on Single-Lead Electrocardiogram,chen l; zhang x; wang h,college of engineering  peking university; department of industrial engineering  florida state university  tallahassee,beijing; fl,china; united states
96327,cardiovascular diseases; coronary heart disease; endothelial dysfunction; heart failure; hypertension; obstructive sleep apnea; stroke,2015,3,Obstructive sleep apnea and cardiovascular disease - A new target for treatment,schillaci g; battista f; fiorenzano g; basili mc; crapa m; alrashdi y; pucci g,dipartimento di medicina  università di perugia; dipartimento di medicina  università di perugia  terni  italy  struttura complessa di medicina interna e malattie dellapparatorespiratorio  azienda ospedaliero  universitaria di terni; struttura complessa di medicina interna e malattie dellapparatorespiratorio  azienda ospedaliero  universitaria di terni,terni,italy
96328,condylar analogue; condylar atrophy; juvenile arthritis; mandibular advancement; obstructive sleep apnea; temporomandibular joint replacement,2015,0,Management of severe sleep apnea secondary to juvenile arthritis with temporomandibular joint replacement and mandibular advancement,paul sa; simon ss; issac b; kumar s,dental and oral surgery unit  christian medical college and hospital  vellore; general surgery  head and neck  christian medical college and hospital  vellore,tamil nadu,india
96329,elderly; gender; hypoxia; obstructive sleep apnea; snoring,2015,0,Clinical assessment and polysomnographic study of sleep apnea in a Chinese population of snorers,shao c; jiang j-b; wu h-c; wu s-b; yu b-y; tang y-d,department of respiratory medicine  ningbo medical treatment center lihuili hospital,ningbo,china
96330,novel services; obstructive sleep apnea; osaobstructive sleep apnea; practice framework; professional pharmacy services; public health,2015,1,Consolidating innovative practice models The case for obstructive sleep apnea services in Australian pharmacies,hanes ca; wong kkh; saini b,faculty of pharmacy  the university of sydneynsw  australia  nhmrc center for integrated research and understanding of sleep cirus  woolcock institute of medical research; nhmrc center for integrated research and understanding of sleep cirus  woolcock institute of medical research  the university of sydneynsw  australia  department of respiratory and sleep medicine  royal prince alfred hospital  camperdown  nsw  australia  faculty of medicine,the university of sydneynsw,australia
96331,fluidstructure interaction; osas; segmentation of ct data; snoring; upper airway,2015,0,Computational fluid-structure interaction simulation of airflow in the human upper airway,pirnar j; dolenc-groelj l; fajdiga i; un i,department of otorhinolaryngology and cervicofacial surgery  university medical centre ljubljana; institute of clinical neurophysiology  division of neurology  university medical centre ljubljana; laboratory for fluid dynamics and thermodynamics  faculty of mechanical engineering  university of ljubljana  akereva,ljubljana,slovenia
96332,knee; muscle strength; osteoarthritis; rehabilitation; sleep apnea syndromes,2015,0,Influence of obstructive sleep apnea syndrome in the fluctuation of the submaximal isometric torque of knee extensors in patients with early-grade osteoarthritis,silva a; mello mt; serro pr; luz rp; bittencourt lr; mattiello sm,departamento de esportes  universidade federal de minas gerais ufmg  belo horizonte; departamento de fisioterapia  universidade federal de são carlos ufscar  são carlos; departamento de psicobiologia  universidade federal de são paulo unifesp  são paulo,mg; sp,brazil
96333,difficult airway; pacu complications; sleep apnea,2015,0,A retrospective analysis of airway management in patients with obstructive sleep apnea and its effects on postanesthesia care unit length of stay,brousseau ca; dobson gr; milne ad,department of anesthesia  pain management and perioperative medicine  dalhousie university  queen elizabeth ii health sciences centre  halifax,ns,canada
96334,artificial neural network; classification; cpsd; ecg; hrv; obstructive sleep apnea; ppg,2015,1,Obstructive sleep apnea classification with artificial neural network based on two synchronic HRV series,akahin m; erdamar a; firat h; ardi s; eroul o,biomedical engineering department; biomedical engineering department  baskent university; diskapiyildirim beyazit instructional and exploratory hospital; faculty of medicine  kafkas university; roswell park cancer institute  buffalo,ankara; kars; ny; sleep laboratory ankara; tobb university of economics and technology ankara,turkey; united states
96335,black carbon; community; environmental; epidemiology; particulate matter; sleep apnea,2015,2,Traffic-related air pollution and sleep in the Boston Area Community Health Survey,fang sc; schwartz j; yang m; yaggi hk; bliwise dl; araujo ab,department of environmental health  harvard school of public health  boston; department of internal medicine  yale university school of medicine  new haven; department of neurology  emory university  atlanta; new england research institutes   galen street  watertown; new england research institutes   galen street  watertown  ma  united states  department of environmental health  harvard school of public health  boston,ct; ga; ma,united states
96336,aqli index; lectrostimulation; obstructive sleepapnea syndrome; olysomnogram; pworth scale; rofacial andextralaryngealmuscles,2015,0,Rehabilitation of oropharyngeal muscles with muscle reeducation and electrostimulation in obstructive sleep apnea syndrome Rehabilitacin de msculos orofarngeos con ejercicios y electroterapia para el sndrome de apnea-hipoapnea obstructiva del sueo,rangel-len yj; rengifo-varona ml; glvis-gmez am; sarmiento-gonzlez mc; giraldo-cadavid lf,departamento de medicina interna  servicio de neumología  universidad de la sabana  chía; departamento de rehabilitación  servicio de neumología  clínica universidad de la sabana  chía,cundinamarca,colombia
96337,obstructive sleep apnea; rr interval; signal segmentation; support vector machine,2015,8,An automatic screening approach for obstructive sleep apnea diagnosis based on single-lead electrocardiogram,chen l; zhang x; song c,department of industrial engineering and management  college of engineering  peking university,beijing,china
96338,bayes network; cardioid; ecg signal; heart abnormalities; pan tompkins; sleep apnea,2015,0,Development of cardioid based graph ECG heart abnormalities classification technique,azam snam; zainal ni; sidek ka,department of electrical and computer engineering  faculty of engineering  international islamic university malaysia  jalan gombak,kuala lumpur,malaysia
96339,numerical simulation; osahs; pharyngeal cavity; threedimensional reconstruction,2015,0,Numerical simulation of flow field in the hominine pharyngeal cavities of different morphology,yu c; wang g; chen s-h,school of civil and architectural engineering  dalian university; school of environmental and chemical engineering  dalian university,dalian,china
96341,acoustic analysis; obstructive sleep apnea; snoring; subband spectra,2015,1,Efficient snoring and breathing detection based on sub-band spectral statistics,sun x; kim jy; won y; kim j-j; kim k-a,department of biomedical engineering  college of engineering  chonbuk national university; department of biomedical engineering  college of medicine  chonbuk national university; department of ece  college of engineering  chonnam national university  gwangju,; jeonju,south korea
96342,igf ; obstructive sleep apnea syndrome; osteoporosis; shbg; testosterone,2015,1,Obstructive sleep apnea syndrome may be a risk factor for the development of osteoporosis in men at an early age Obstrktif uyku apne sendromu erkeklerde erken yata osteoporoz geliimi iin bir risk faktr olabilir mi,aslan sh; aslan yosunkaya; kiyici a; sari o,konya eitim ve aratrma hastanesi  göüs hastalklar klinii; necmettin erbakan üniversitesi  göüs hastalklar bölümü; necmettin erbakan üniversitesi  nükleer tp bölümü; selçuk üniversitesi  biyokimya bölümü,konya,turkey
96343,drug dependence; modafinil; psychostimulant,2015,3,A rare case modafinil dependence,krishnan r; chary kv,departments of pharmacology  saveetha medical college  chennai; departments of psychiatry  saveetha medical college  chennai,tamil nadu,india
96344,biomedical communication; electroencephalography; epilepsy; road vehicles; sleep apnea,2015,0,Systematic review on wearable driver vigilance system with future research directions,palanivel rajan s; dinesh t,department of ece  mkumarasamy college of engineering autonomous,karur,india
96345,cardiovascular; chronotherapy; circadian; intensive care; obstructive sleep apnea; shift work; sleep,2015,3,Disruption of circadian rhythms and sleep on critical illness and the impact on cardiovascular events,reitz cj; martino ta,centre for cardiovascular research  department of biomedical sciences,university of guelphon,canada
96346,children; eeg; interictal epileptiform discharges,2015,0,Prevalence of Interictal Epileptiform Discharges in Children Less Than One Year of Age Referred for Polysomnography,adeleye a; ho aw; nettel-aguirre a; kirk v; buchhalter j,departments of pediatrics and community health sciences  university of calgary  alberta childrens hospital research institute for child and maternal health  calgary; section of neurology  alberta childrens hospital  calgary; section of respiratory medicine  alberta childrens hospital  calgary,ab,canada
96347,compliance; noninvasive ventilator; pneumatic response; subjectventilator synchrony,2015,0,A breathing synchronization strategy for the non-invasive ventilator system,gao y; xu y; luo y; liang j; wang h,school of engineering  sun yatsen university,guangdong,china
96348,apneahypopnea index; arterial distensibility; mean sao; weight loss,2015,3,Effects of exercise and weight loss in older adults with obstructive sleep apnea,dobrosielski da; patil s; schwartz ar; bandeen-roche k; stewart kj,department of biostatistics  johns hopkins bloomberg school of public health  baltimore; department of kinesiology  towson university   york road  towson  md  united states  department of medicine  division of cardiology  johns hopkins school of medicine  baltimore; department of medicine  division of cardiology  johns hopkins school of medicine  baltimore; department of medicine  division of pulmonary and critical care medicine  johns hopkins school of medicine  baltimore,md,united states
96350,naturalistic induction; obstructive sleep apnoea syndrome; snoring,2015,0,Successful treatment of snoring using hypnosis,kraft d,harley street,london,united kingdom
96351,humidity sensor; magnetic resonance; magnetostatic spin wave; pvp; sleep apnea,2015,4,A novel ultra-high frequency humidity sensor based on a magnetostatic spin wave oscillator,matatagui d; kolokoltsev ov; qureshi n; meja-uriarte ev; saniger jm,fotónica de microondas  ccadet; materiales y nanotecnología  ccadet,universidad nacional autónoma de méxico unam,mexico
96352,dopamine; hypothalamus; modafinil; narcolepsy; pons; protein; rat; wakefulness; western blot,2015,0,Intrahypothalamic administration of modafinil increases expression of MAP-kinase in hypothalamus and pons in rats,poot-ak a; mijangos-moreno s; manjarrez-martin d; jimnez-moreno r; aquino-hernndez pr; pacheco-pantoja e; arias-carrin o; sarro-ramrez a; arankowsky-sandoval g; murillo-rodrguez e,centro de investigaciones regionales dr  hideyo noguchi universidad autónoma de yucatán  mérida; escuela de medicina  división ciencias de la salud  universidad anáhuac mayab  mérida; laboratorio de neurociencias moleculares e integrativas  escuela de medicina  división ciencias de la salud  universidad anáhuac mayab  mérida; laboratorio de neurociencias moleculares e integrativas  escuela de medicina  división ciencias de la salud  universidad anáhuac mayab  mérida  yucatán  mexico  grupo de investigación en envejecimiento  división ciencias de la salud  universidad anáhuac mayab  mérida  yucatán  mexico  grupo de investigación desarrollos tecnológicos para la salud división de ingeniería y ciencias exactas  universidad anáhuac mayab mérida; unidad de trastornos del movimiento y sueño tms  hospital general dr  manuel gea gonzálezunam,méxico df; yucatán,mexico
96354,adolescents; behaviour; circadian rhythms; lifestyle changes; prevelant,2015,0,Common sleep disorders in adolescents - A survey,rene jochebed s; jothi priya a,saveetha dental college and hospitals  chennai    poonamallee high road  thiruverkadu,chennai,india
96355,arrhythmia; circadian rhythm; sleepdisordered breathing; sudden death,2015,2,The role of circadian rhythms in fatal arrhythmias and the potential impact of intervention for sleep-disordered breathing,aizawa y; kohno t; yuasa s; fukuda k,department of cardiology  keio university school of medicine,tokyo,japan
96356,actigraphy; electrodermal activity; sleep offset; sleep onset; sleep period time,2015,1,Sleep period time estimation based on electrodermal activity,hwang sh; seo s; yoon hn; jung dw; baek hj; cho j; choi jw; lee yj; jeong d-u; park ks,agency for defense development; department of biomedical engineering  college of medicine  seoul national university; department of neuropsychiatry and the center for sleep and chronobiology  seoul national university hospital; dmc randd center  samsung electronics co  ltd; interdisciplinary program in bioengineering  seoul national university,daejeon; seoul; suwon,south korea
96357,brain; connectivity; functional mri; homotopy; hypercapnia; restingstate,2015,3,The influence of mild carbon dioxide on brain functional homotopy using resting-state fMRI,marshall o; uh j; lurie d; lu h; milham mp; ge y,advanced imaging research center  university of texas southwestern medical center  dallas; advanced imaging research center  university of texas southwestern medical center  dallas  tx  united states  department of radiology  johns hopkins university school of medicine  baltimore; center for the developing brain  child mind institute  new york; center for the developing brain  child mind institute  new york  ny  united states  nathan s kline institute for psychiatric research; radiologycenter for biomedical imaging  new york university school of medicine  new york,md; new york; ny; tx,united states
96358,facial growth pattern; mcnamara airway analysis; pharyngeal airway space,2015,0,Upper and lower pharyngeal airway space in West-Tamil Nadu population,mani p; muthukumar k; krishnan p; kumar kps,department of orthodontics and dentofacial orthopedics  ksr institute of dental science and research  tiruchengode,tamil nadu,india
96360,diving; exercise; left ventricular hypertrophy; myocardial ischemia; swimming,2015,6,Immersion pulmonary edema and comorbidities Case series and updated review,peacher df; martina sd; otteni ce; wester te; potter jf; moon re,department of anesthesiology  center for hyperbaric medicine and environmental physiology  duke university medical center  durham; department of anesthesiology  center for hyperbaric medicine and environmental physiology  duke university medical center  durham  nc  united states  department of medicine  center for hyperbaric medicine and environmental physiology  duke university medical center  durham,nc,united states
96361,functional outcome; nocturnal hypoxia; oxygen saturation; stroke,2015,0,Nocturnal hypoxia and functional outcome in stroke patients1,celik c; can ag; yalbuzdag sa; ozer m,department of physical medicine and rehabilitation  bozyaka education and research hospital; department of physical medicine and rehabilitation  diskapi yildirim beyazit education and research hospital; department of physical medicine and rehabilitation  giresun university medicine faculty; department of physical medicine and rehabilitation  sevket yilmaz education and research hospital,ankara; bursa; giresun; izmir,turkey
