art_id,keyword
105403,ircadian rhythm;myocardial infarction;sleep apnea
105405,lcoholism;obstructive sleep apnea;sleep;sleep disorders;sleepdisordered breathing
105406,left plate;speech assessment;surgery
105407,edpartner;excessive daytime sleepiness;habitual snoring;laser uvulopalatoplasty;sleep apnea;uvulopalatopharyngoplasty
105410,xcessive daytime sleepiness;hypersomnia;selfassessment;sleep apnea;sleep disorder questionnaire
105411,hild;comparative study;polysomnography;sleep apnea syndromes;sleep disordered breathing
105413,omputerized tool;expert system;icsd;obstructive sleep apnea syndrome;sleep medicine;validation
105417,ssisted uvulopalatoplasty;laser;long term;obstructive sleep apnea syndrome
105418,hemoreflex;intermittent hypoxia;sleep apnea;sympathetic nervous system
105419,ultiple linear regression;obese pigs;pressureflow curve;recursive least squares;resistive pressure;respiratory resistance and elastance;sleep apnea
105421,mbulatory recording units;polymesam;sleep apnea
105423,aserassisted uvulopalatoplasty;nasal ventilation;obstructive sleep apnea;oropharyngeal airway pathway;retrolingual obstruction;uvulopalatopharyngoplasty
105424,nowledgeattitudes;practice;sleep apnea syndromes
105429,aytime sleepiness;education;obstructive sleep apnea syndrome
105433,ontinuous positive airway pressure;obstructive sleep apnea;placebo continuous positive airway pressure;sleep architecture;sleep quality
105434,ephalometric;maxillomandibular advancement;obstructive sleep apnea;polysomnography;sitespecific surgery
105436,oronary artery disease;risk factors;sleep apnea
105437,linical score;obesity;obstructive sleep apnea;oximetry;polysomnography;upper airway obstruction
105445,ricoid cartilage;human larynx;phonation;plastination;sleep apnca;vocal fold
105449,gonist;efficacy;obstructive sleep apnea;safety
105451,bstructive sleep apnea;polysomnography;pulse oximetry;sickle cell disease
105454,cute extrapulmonary respiratory insufficiency;brainstem lesions with respiratory insufficiency;ondina curse
105455,aryngospasm;obstructive sleep apnea;pharyngitis;radiation therapy;stridor
105462,atient history;questionnaire;sex distribution;sleep apnea;snoring
105463,mbulatory clinic;chart reminders;sleep apnea;sleep histories
105468,orticosteroids;postoperative pain;postoperative period;sleep apnea syndromes;snoring;uvulopalatopharyngoplasty
105470,ntensive care unit;respiratory disorders;sleep
105471,utocpap;clinical study;forced oscillation technique;ncpap;therapy;upper airway resistance therapy
105473,reathing;extreme altitude medicine;sleep;sleep apnea syndromes
105474,dolescents;obesity;sleep apnea syndrome;weight loss
105479,oderatesevere obesity;screening tests;sleep apnea
105487,opd;overlap syndrome;pulmonary function;pulmonary haemodynamics
105489,ailures;snoring and osas;surgery
105491,ndothelinb receptor gene;hirschsprung disease;neurocristopathy;ondine curse;ret protooncogene
105499,ustachian tube dysfunction;laserassisted uvulopalatoplasty;middle ear pressure;middle ear volume
105500,nalgesic;fentanyl;ketoprofen;pain;postoperative;surgery;tonsillectomy;uvulopalatopharyngoplasty
105501,icromodules;microstimulator;rfid;transcutaneous coupling
105502,lood pressure;cardiovascular chemoreceptor reflex;heart hypertrophy;obstructive sleep apnea
105504,aup;pain;radiofrequency;snoring
105508,rousal;bilevel ventilation;hypopharyngeal pressure;mouth leak;sleep
105509,revalence;questionnaire;sleepdisordered breathing;snoring
105510,ack pain;breast cancer;colon cancer;endometrial cancer;exercise;gallstones;healthrelated quality of life;leisure time activity;occupational activity;osteoarthritis;prostate cancer;sleep apnea
105511,isease;fat;fat distribution;risk factors
105512,pidemiology;female population;sleep apnea;snoring
105513,ipper;nasal cpap;nondipper;obstructive sleep apnea
105515,rousals;obstructive sleep apnea;polysomnography;reliability;scoring;variability
105516,ximetry;polysomnography;sleep apnea syndromes
105517,ontinuous positive airway pressure;hallermannstreiff obstructive sleep apnoea syndrome;puerperal woman sleep apnoea
105518,rousal;cheynestokes respiration;electroencephalography;heart failure;sleep apnoea syndromes
105519,xcessive daytime somnolence;population study;questionnaire;snoring
105521,ronchoscopy;reflex apnoea;stridor;tracheal compression;vascular anomalies
105522,pparent lifethreatening events;arousal;gastrooesophageal reflux;phenothiazines;sleep apnoea;sudden infant death syndrome;swallowing
105523,uman uvula;hyaluronan;mast cells;oedema
105524,besity;skinfold thickness;sleep apnea;weight gain
105525,andibular advancement oral appliance;obstructive sleep apnoea
105526,iagnosis;nocturnal oximetry;sleep apnoea hypopnoea syndrome;sleep apnoea syndrome
105530,piglottis;laser surgery;positive pressure ventilation;sleep apnoea syndrome
105532,reathing;lesion;medulla;sleep
105534,iffusion of innovation;information and communication technology;medicoeconomic evaluation;sleep apnea syndrome;telemedicine
105536,utonomic imbalance;sinus arrest;sleep
105537,oronary artery disease;nocturnal oxygen desaturation;sleep apnea
105544,utocontinuous positive airway pressure;cardiogenic oscillations;central apnea;obstructive sleep apnea syndrome
105547,piglottis;laser surgery;ncpap;sleep related breathing disorders
105551,ontinuous positive air pressure device;sinus pauses;sleep apnoea syndrome
105552,axilla;obstructive sleep apnea;palatal expansion
105553,rrhythmia;mortality;myocardial infarction;nocturnal hypoxemia;obstructive sleep apnea
105554,ultiple sleep latency test;obstructive sleep apnea;polysomnography;sleep position;sleepiness
105555,pap therapy;fuzzy logic;obstructive sleep apnea;sleepdisordered breathing
105556,bstructive sleep apnea;rem rebound;rem sleep;sleep disorders
105557,hildren;cognition;performance;sleep restriction
105558,idline partial glossectomy;obstructive site;obstructive sleep apnea;upper airway pressure analysis
105559,asal airway;obstructive site;osa
105560,sas;snoring sound;uppp
105561,ysphagia;laser uvulopalastoplasty;radiography;snoring;surgery;swallowing disorders
105565,hild;hemolytic anemia;hypotonia;triosephosphate isomerase
105591,rnoldchiari malformation;central sleep apnoea
105600,ypothyroidism;lingual thyroid;pregnancy;sleep apnoea syndrome
105610,thnicity;inheritance;maori;pacific islander;sleep apnoea syndrome
105611,ognitive function;sleep apnoeahypopnoea syndrome;sleepiness
105612,utoset;diagnostics;obstructive sleep apnoeahypopnoea syndrome;polysomnography
105613,rousal threshold;nocturnal trend;obstructive sleep apnoea;oesophageal pressure
105615,ctivator appliances;mandibular advancement;polysomnography;sleep apnea syndromes;supine position
105617,utonomic nervous system;baroreceptors;blood pressure;heart rate;sleep apnea;sympathetic nervous system
105621,asal air flow;sleep apnea syndrome;snoring;speech;uvulopalatopharyngoplasty
105622,aytime sleepiness;narcolepsy;obstructive sleep apnea syndrome
105625,ypersomnia;myotonic dystrophy;polysomnography;sleep apnoea;tracheostomy
105627,ontinuous positive airway pressure therapy;maintenance of wakefulness test;obstructive sleep apnea;polysomnography;vigilance
105634,sthma;geriatric;lung cancer;nursing home;pneumonia;pulmonary function;tuberculosis
105635,lomipramine;excessive daytime sleepiness;obstructive sleep apnea syndrome;praderwilli syndrome;rem sleep abnormalities
105640,besity;obstructive sleep apnea syndrome;pharyngeal ct;snorer
105641,ateral cranial teleradiography;obesity;obstructive sleep apnea syndrome;snoring
105642,ardiac arrhythmias;cardiovascular mortality;nocturnal hypoxemia;obstructive sleep apnea;sleep;sudden death
105643,rterial oxygen saturation;obstructive sleep apnea;palatoplasty;pushback operation
105644,lood pressure;catecholamines;obstructive sleep apnea;sympathetic system
105645,ollapsibility;magnetic resonance imaging;obstructive sleep apnea;upper airway
105647,pidemiology;polysomnography;sleep apnea
105648,lood pressure;hypertension;sleep apnea;sleep stages;sleepdisordered breathing
105650,coustic reflection technique;obstructive sleep apnea
105651,nxiety;depression;fatigue;gulf war;sleep disorder;somatization
105652,olysomnography;reliability;scoring;sleep apnea syndrome
105654,ody habitus measures;quality of life;sleepdisordered breathing
105655,pneic threshold;carbon dioxide set point;central apnea;loop gain;pressure support ventilation;proportional assist ventilation
105656,piglottis;laser surgery;sleep apnoea syndromes
105660,hronic obstructive pulmonary disease;cognitive deficits;neuropsychological tests hypoxia;obstructive sleep apnea syndrome
105661,ntraoral device;mandibular advancing device;obstructive sleep apnea
105662,mbulatory diagnosis;cardiorespiratory polysomnography;sleep apnea;sleep diagnosis
105663,pert syndrome;craniofacial distraction;craniosynostosis;sleep apnoea;spring mediated distraction;turricephaly
105664,trial natriuretic peptide;brain natriuretic peptide;obstructive sleep apnoea
105665,aytime vigilance;maxillomandibular advancement;sleep apnoea;surgical treatment
105666,sia motor score;oxygen desaturation;sleep;sleep apnea syndrome;tetraplegia
105667,nxiety;depression;gender;psychiatric disorders;scl;sleep apnea
105668,utocpap;cpap;flow limitation;obstructive sleep apnea;snoring;uars;upper airway
105669,ung function test;nasal continuous positive airway pressure;obstructive sleep apnea
105670,rousal;autoset;polysomnography;sleep apnoeahypopnoea
105671,mbulatory monitoring;compliance;diagnostic procedure;obstructive sleep apnoea syndrome;polysomnography
105672,utoset;polysomnography;pretest probability;sensitivity;sleep apnoea syndrome;specificity
105673,ontinuous positive airway pressure;obstructive sleep apnoea
105674,erebrospinal fluid hydrodynamics;hydrocephalus;polysomnography;sleep disordered breathing
105675,rousal;sleep apnea syndrome;sleep stages
105680,efense reaction;sleep apnea;swine
105687,ough;laryngeal moroneurons;obstructive sleep apnea;pharyngeal motoneurons;respiratory drive
105691,ronchopulmonary dysplasia;chronic lung disease of newborn;oxygen;prematurity;randomized clinical trial;sleep architecture
105695,reathlessness;chemosensitivity;congenital central hypoventilation syndrome;control of breathing;disease;humans;hypercapnia;hypercapnic response;infants;mammals;sensation
105707,egative expiratory pressure;posture;respiratory muscles;transdiaphragmatic pressure
105709,reath holds;cardiopulmonary interactions;obstructive apnea
105714,pnoea;heart rate;hypercapnia;sudden infant death syndrome
105715,asal resistance;nasal ventilation;obstructive sleep apnea;posture;rhinomanometry
105716,utonomic;blood pressure;heart rate;nervous system;sleep;sympathetic
105717,ialysis;pergolide;periodic movements in sleep;renal failure;restless legs syndrome;uremia
105718,ome monitoring;polysomnography;portable recording;sleep;sleep disorders
105719,utocpap;nasal resistance;sleep apnoeahypopnoea syndrome
105721,ehavioural modification;obstructive sleep apnoea;treatment;vlcd;weight loss
105724,pnea;cardiovascular disease;cardiovascular disorders;hypertension;sleep apnea syndromes
105725,bstructive sleep apnoea;pulse transit time
105726,dults;enuresis;obstructive sleep apnea
105728,ntagonist;clonidine;interaction;sleep apnea syndrome;yohimbine
105730,bstructive sleep apnoea;pulmonary artery pressure;pulmonary haemodynamics
105734,ypercapnia;hypoxia;neurocognitive performance;obstructive sleep apnea;sleep fragmentation
105737,rnoldchiari malformation;central sleepapnoea;control of breathing;respiratory failure
105738,chondroplasia;breathing;respiratory function
105741,ronasal thermistry;prevalence;sleep apnoea syndrome
105743,utomatic;nasal continuous positive airway pressure;obstructive sleep apnoea
105744,ortality;sleepiness;snoring
105751,denotonsillectomy;obstructivesleepapnea;polysomnography;pulsoximetry;upperairwayinfection
105757,ody position;obstructive sleep apnoea;oral airway resistance
105758,etiology;children;development;obstructive sleep apnoea;temperament
105759,evelopment;intervention;osa;sleep
105761,utonomic nervous tests;frequency domain;heart rate variability;hypertension;time domain
105762,andibular advancement device;tongue advancement device;tongue retaining device
105763,ardiovascular disease;cognitive impairment;daytime sleepiness;mortality;sleep apnea;snoring
105764,losing pressure;obstructive sleep apnea;pharynx;surgery;uvulopalatopharyngoplasty
105766,cceptance;cpap;obstructive sleep apnea
105767,emand continuous positive airway pressure;obstructive sleep apnea syndrome;treatment
105768,rterial oxygen saturation;depressive symptoms;mmpi;obstructive sleep apnea;primary snoring;psychopathology;somatization
105769,denoidectomy;congenital central hypoventilation syndrome;nasal mask ventilation;obstructive sleep apnea syndrome;sleep study
105770,cceptance of therapy;cdi;ncpap;patient compliance
105772,epression;mmip;psychopathology;sleep apnea
105773,hronic kidney failure;hemodialysis;sleep;sleep apnea syndromes
105775,lood oxygen saturation;heart rate variability;modelbased monitoring;nonlinear system identification;respiration rate;sleep apnea
105778,xcessive daytime sleepiness;objective sleepiness test;pupillography;sleeprelated breathing disorder
105781,rousal;common brainstem system;regulation physiology;sleep disorders;state transition
105782,rousal;blood pressure;hemodynamics;noise;sleep apnea;sleep disorders;spraguedawley rat;stress;sympathetic nervous system
105783,ypoventilation;morbid obesity;obesity;sleep disordered breathing
105784,hild;polysomnography;tracheostomy
105785,irway;airway resistance;antagonists benzodiazepine;flumazenil;hypnotics benzodiazepine;midazolam;patency;ventilation
105789,bstructive sleep apnoea;palatal surgery;polysonmography;postoperative pain;uvulopalatopharyngoplasty
105790,bstructive sleep apnoea syndrome;oral appliances;serenox;snoring;treatment
105792,asal cpap;obstructive sleep apnoea;pulmonary haemodynamics;right heart catheterization;tissue oxygenation
105793,irway patency;obstructive apnoea;upper airway elastance
105794,left palate;pharyngeal flap;speech;sphincter pharyngoplasty;velopharyngeal insufficiency
105795,denotonsillectomy;head and neck;necrotizing fasciitis
105796,ombat veterans;polysomnography;posttraumatic stress disorder;prisoners of war;sleep
105797,ibrosing mediastinitis;sleep apnea;stent angioplasty;superior vena cava syndrome;thrombolysis
105798,bstructive sleep apnoea;polysomnographic
105800,asal cpap therapy;nasal symptoms;side effects;sleep apnea
105801,agnetic resonance imaging;neck fat;sex differences;sleep apnoea
105802,sthma;corticosteroids;gastrooesophageal reflux;hyperventilation
105803,lte;aseptic meningoencephalitis;central apnoea;enterovirus;sid
105804,lpha streptococci;betalactamase;pharyngotosillitis;sleep apnoea;streptococcus pyogenes
105806,pnea;congenital central alveolar hypoventilation;moebius syndrome
105809,drom;database;polysomnography;sleep apnea
105812,ystometrography;enuresis;obstructive sleep apnea
105813,ampo;obstructive sleep apnea syndrome;polysomnography;sanoshashinto
105815,reathingrelated electroencephalogram arousal;esophageal pressure;obstructive sleep apnea syndrome;sleep fragmentation;sleep position;upper airway resistance syndrome
105816,pworth sleepiness scale;excessive daytime sleepiness;multiple sleep latency test;obstructive sleep apnea syndrome
105817,ardiovascular risk factor;lifestyle modification;sleep apnea;telemedicine
105818,ntraesophageal pressure;magnetic resonance imaging of upper airway;obstructive sleep apnea syndrome;prosthetic mandibular advancement
105819,ntraesophageal pressure;sleep apnea;sleep position;snoring
105820,ontinuous positive airway pressure;continuous positive airway pressure titration;intraesophageal pressure;obstructive sleep apnea
105821,cetazolamide;efficacy;indication;sleep apnea syndrome;uvulopalatopharyngoplasty
105824,pnoea;diagnosis;epilepsy;polysomnographs;sleep disorders
105825,mbulatory recording units;polymesam;sleep apnea
105826,lowvolume curve;obstructive sleep apnea;sleep;snoring;upper airway resistance
105827,rginine vasopressin;atrial natriuretic peptide;circadian rhythm;nocturnal polyuria;olivopontocerebellar atrophy
105829,bstructive sleep apnea;polysomnogram;primary snoring;questionnaires
105830,ontinuous positive airway pressure;daytime sleepiness;electroencephalogram arousal;hormone replacement therapy;snoring;upper airway resistance syndrome
105831,nfantile hypertrophic pyloric stenosis;polysomnogram;steep study
105832,leep disorders center;sleep medicine
105834,omplications;hypopnoea;postoperative;snoring
105835,ap detector;cyclic alternating pattern;microstructure analysis;sleep eeg
105836,atecholamines;hexamethonium;hypoxemia;sleep apnea;sympathetic nerve activity;vagotomy
105837,obalt chloride;in vitro stability;methylene blue;tcmecd;tcmhmpao
105838,pnea;heart failure;hemodynamics;hypoxemia;sleep
105839,pnea;laryngeal chemoreflex;rapid eye movement sleep;sleep state;sudden infant death syndrome
105840,ontinuous positive airway pressure;obstructive sleep apnea
105841,pap;positional treatment;sleep apnea
105842,irdlike facies;craniofacial reconstructive surgery;hallermannstreiff syndrome
105843,coustic;obstructive sleep apnea;polysomnography;snoring;spectrum
105847,eart failure;prognosis;sleep
105848,besity;pediatric;sleep apnea
105850,ognitive function;obstructive sleep apnea;treatment
105851,irway compliance;closure of airways;nasal pressure;oropharyngeal dilator muscles;tissue fibrosis;upper airways
105852,pneahypopnea index;oximetry;sleep disorder breathing
105860,elatonin;sleep apnoea;somnolence
105861,utonomic;nervous system;obesity;sleep;sympathetic
105862,aser surgery;palate;snoring;soft;uvula
105863,aroreflex sensitivity;blood pressure;heart rate;oxygen desaturation;weight reduction
105864,ome monitoring;obstructive sleep apnea;screening;selfreported snoring;sleep disordered breathing
105866,denotonsillectomy;dentofacial development;mandibular growth;obstructive sleep apnea;respiratory recordings
105867,entral sleep apnoea;lung transplantation;vagal denervation
105868,rowth;obstructive sleep apnoea;robin sequence
105869,pnoea;case reports;cervical spine;neurology;rheumatoid arthritis
105870,pnoeahypopnoea index;nasal continuous;obstructive sleep apnoea;positive airway pressure;snoring
105871,pnoea;mammals;muscles;pattern of breathing;rat;sleep;sleep apnoea;upper airway muscles;upper airways
105876,lectromyography;esmarch device;masticatory muscle;sleep apnea syndrome;tongue muscle
105883,pap;auto cpap;cpap;obstructive sleep apnea;smart cpap
105885,hronic respiratory failure;duchenne muscular dystrophy;monoamine oxydase inhibitor;nocturnal periodic hypoventilation;rem sleep
105886,ourth ventricle;hemangioblastoma;intramedullary location;medulla oblongata;surgical result;total removal
105887,pnea;chemical microstimulation;intertrigeminal region;respiration;tract tracing;trigeminal
105889,ilevel positive airway pressure treatment;daytime sleepiness;multiple sleep latency test;neuromuscular disease
105890,irway reflexes;nasal continuous positive airway pressure;obstructive sleep apnoea
105891,raniosynostosis;elbow ankylosis;fibroblast growth factor receptor ;hydrocephalus;pfeiffer syndrome type iii;proptosis;sercys
105894,ognitive impairment;event related potentials;neuropsychological testing;obstructive sleep apnea syndrome;vigilance
105895,naerobic metabolism;sleep disorders;uric acid excretion
105896,ephalometry;obstructive sleep apnea syndrome;pharyngeal ct scan;snoring;upper airway imaging;uvulopalatopharyngoplasty
105897,pnea;circadian rhythm sleep;constant routine;ncpap therapy
105899,octurnal frontal lobe epilepsy;osa
105901,ndothelin;high altitude;hypertension;hypoxia;nitric oxide;sleep apnea
105902,nfrared thermography;sleep apnoea syndrome;upper airway inflammation
105903,ompliance;longterm treatment;nasal continuous positive airwy pressure;quality of life;tolerance
105904,amilial mediterranean fever;obstructive sleep apnea;superior vena cava thrombosis
105906,thnic differences;sleep apnoea syndrome
105907,bstructive sleep apnea;primary snoring
105909,lectrocardiography;excessive daytime sleepiness;h spo recording;oxygen desaturation;sleep apnea syndrome
105910,cute autonomic and sensory neuropathy;amenorrhea;personality change;siadh;sleep apnea
105912,entral alveolar hypoventilation;diaphragm pacing;intermittent positivepressure ventilation;multiple sclerosis;ondine curse;pulse oximetry;respiratory failure
105913,bstructive sleep apnoea;oximetry;position sensor;reproducibility;thermistor
105917,fferent nerves;doseresponse;electrical stimulation;microcirculation;sleep apnea;snoring;soft palate
105918,ephalometry;craniofacial abnormality;sleep apnoea syndrome
105919,ffective disorders;continuous positive airway pressure;psychomotor performance;sleep apnoeahypopnoea syndromed;sleepiness
105920,ynamic response;oxygen saturation;pulse oximetry;sleep apnea syndrome
105921,pap treatment;executive functions;neuropsychology;sleep apnea syndrome
105922,iteracy;patient education;readability;sleep apnea;sleep disorders;suitability
105924,lood pressure;diagnosis;hypertension;obstructive sleep apnea;treatment
105925,rterial hypertension;cardiac arrhythmias;coronary heart disease;nasal ventilation therapy;sleep apnea
105926,naesthesia;complications;praderwilli syndrome
105927,ntihypertensives oxygen;pharmacologic therapy;progesterone;sleep apnea syndromes;theophylline;tricyclic antidepressants
105929,ccidents;guidelines;law for handicapped;narcolepsy;pension law;sleep apnea
105930,utonomic nervous system;heart rate variability;obstructive sleep apnoea
105931,uchenne muscular dystrophy;neuromuscular diseases;noninvasive mechanical ventilation;sleepdisordered breathing
105932,rrhythmia;lung;oxygen;pulmonary heart disease
105939,denoidectomy;cephalometric analysis;obstructive sleep apnea;tonsillectomy
105940,iurnal polysomnography;obstructive sleep apnea syndrome
105941,rousal;cpap;humans;mammals;obstruction;obstructive apnea;pressure;sleep;sleep apnea;upper airways
105944,dhd;learning disabilities;neurodevelopmental disorders;sleep
105946,cute respiratory failure;nasal bilevel positive airway pressure;obesity
105947,aytime sleepiness;female;health;hypnotics;nap;nocturnal micturition;pain;sleep
105948,rousal;juvenile rheumatoid arthritis;polysomnography;sleep
105949,pnoea;arousal;daytime sleepiness;obstructive sleep apnoea;pulse transit time
105950,ataplexy;clinical diagnosis;escessive daytime sleepiness;rating scales;the narcoleptic syndrome
105951,llergic disease;corticosteroids;fatigue;nasal congestion;rhinitis;sleep;sleep disorders;sleep disturbances
105954,bstructive sleep apnea;ohms;polysomnography;radiofrequency;snoring
105956,pap;face masks;sleep apnoeahypopnoea syndrome
105957,ultiple sleep latency test;nonrem sleep;obstructive sleep apnea syndrome;polysomnography;rem sleep;sleepiness
105958,andibular advancement;obstructive sleep apnea;oral appliance;uvulopalatopharyngoplasty
105960,rousal;blood pressure;snoring;upper airway resistance
105961,onservative and surgical treatment;goldensequence;obstructive sleep apnea;polygraphic diagnosis
105963,utonomic nervous system;diabetes mellitus;diabetic neuropathies;sleep apnoea syndrome
105969,ardiac arrhythmias;hypoxaemia;left ventricle;obesity;pulmonary arterial hypertension;sleep apnoea syndrome
105973,cpap;obstructive sleep apnea;sideeffects
105974,nthropometry;ent examination;epidemiology;selfcompleted questionnaire;sleepdisordered breathing
105979,lg;simple snoring;sleep apnea;sleep nasendoscopy;uppp
105980,anometry;multitransducer catheters;obstructive sleep apnea;radiokephalometry
105983,utonomic nervous system;obstructive sleep apnea;sympathetic skin response
105986,irflow measurement;hypopnoea;monitoring;pneumotachograph;sleep apnoea syndrome;thermally sensitive devices
105989,riving simulator;pupillography;sleep apnea;sleepiness
105992,lectromyography;genioglossus;hypopnea;sleep apnea;upper airways
105994,leepdisordered breathing;ventilatory control;ventilatory drive
105998,arorecepter;phenylephrine;respiration;sleep apnea
106000,erebral blood flow;oxygen;sleep apnea syndromes
106001,ging;alzheimer diseases;atlantoaxial instability;down syndrome
106002,ardiac mortality;implantable cardioverter defibrillator;sleep related breathing disorders;ventricular tachyarrhythmias
106003,ging;hypertension;obstructive sleep apnea syndrome;oxygen desaturation;prognosis
106004,edtime resistance;behaviour;daytime sleepiness;obstructive sleep apnea syndrome
106006,reathing;obstruction;respiratory control;sleep apnea
106007,hour arterial pressure;ambulatory monitoring;chronic renal failure;circadian rhythm;dialysis;hypoxemia;nondipping;sleep apnea
106013,rousal;obstructive sleep apnea;sleep fragmentation;surgical treatment
106015,dolescents;body composition;ketogenic diet;morbid obesity;sleep apnea
106016,cetazolamide;arterial pressure;rat;rem sleep
106017,nterior cervical fusion;caspar plating;complications;fusion rates
106018,ytokines;haemophilus influenzae;immunocapacity;immunoresponses;recurrent tonsillitis;streptococcus pyogenes group a;tonsillar hypertrophy
106019,ctivity;eeg;epworth sleepiness score;hypersomnia;insomnia;outcome;sleep;stroke
106022,ephalometry;obstructive sleep apnea syndrome;uvulopalatopharyngoplasty
106023,pnea length;hypoxemia;intracardiac shunting;obstructive sleep apnea;osas;patent foramen ovale;righttoleft shunt;stroke;transcranial doppler sonography
106024,rterial augmentation index;blood pressure;sleep apnea
106025,pnea;hypopnea;polysomnography;reproducibility;sleepdisordered breathing;variability
106026,sophageal pressure;night terrors;parasomnias;respiratory events;sleep walking
106027,cetylcholine;acetylcholinesterase;cholinergic model of rem sleep
106028,xcessive daytime sleepiness;laser surgery;obstructive sleep apnea syndrome;snoring;traffic
106029,enioglossus;nicotinicpharmacology;pharyngeal dilator;respiratory;sleep apnea;upper airway muscle
106033,ypoventilation;praderwilli syndrome;respirational abnormalities;sudden death
106034,denosine;heart rate;sleep apnea syndrome;tissue hypoxia;uric acid
106035,denotonsillectomy;midazolam hydrochloride;obstructive sleep apnea;sedation;sleepdisordered breathing
106036,ontinuous positive airway pressure;healthrelated quality of life;item medical outcomes study short form questionnaire;obstructive sleep apnea
106037,irway obstruction;canavan;tracheostomy
106038,ximetry;sleep;sleep apnea syndromes
106043,ardiovascular diseases;mortality;sleep apnoea syndrome;therapeutics
106044,ardiorespiratory monitoring;obstructive sleep apnoeahypopnoea syndrome;polysomography
106047,coustics;airway pressure;diagnosis;obstructive sleep apnoea;upper airway
106048,ompliance;continuous positive pressure;general practitioners;screening;sleep apnoea syndrome
106051,lood rheology;continuous positive airway pressure;platelet;sleep apnoea;viscosity
106052,besity;sleep apnea;tracheostomy;tracheotomy
106057,bstructive sleep apnea;surgery
106059,denoidectomy;children;obstructive sleep apnea syndrome;polysomnography;review;sleep disorders;snoring;tonsillectomy
106060,lood pressure variability;continuous positive airway pressure;obstructive sleep apnea;sympathetic nervous activity;urine norepinephrine
106061,hildren;obstructive sleep apnea;sleep disordered breathing;subcortical arousal response
106063,us drivers;obstructive sleep apnoea;prevalence;sleepiness;snoring
106064,ardiac arrythmia;coronary heart disease;hypertension;sleep apnea hypoapnea syndrome;snoring
106065,iagnosis;polysomnography;sleep apnoea;sleep disorders
106066,lind nasal intubation;difficult airway;fibreoptic bronchoscopy
106067,nastomosis;anastomotic dehiscence;obstructive sleep apnea;pneumonia
106068,rousal;bielschowsky staining;gap;neuronal plasticity;sleep apnea;sudden infant death syndrome;synaptophysin
106069,asalcontinuous positive airway pressure;obstructive sleep apnea syndrome;pac;platelet activation;thrombotic disease
106073,ental findings;dental side effects;obstructive sleep apnea;oral device;treatment
106075,utonomic failure;intermediate reticular formation;medulla;sdb;syringobulbia
106076,lectromyography;fatigue;genioglossus muscle;sleep apnoea syndrome;tongue
106082,iaphragm;oxygen desaturation;sleep;upper airway muscles
106085,eneral population;sleep apnea syndrome;symptoms
106086,rterial blood pressure;continuous positive airway pressure;hypertension;prostanoids;upper airway
106088,ypertension;mibefradil;sleep apnea
106092,ompliance with treatment;cpap;efficacy;side effects;sleep apnea syndrome
106096,pilepsy;sleep;sleep apnea syndrome
106097,asping;sudden infant death syndrome
106101,asal dilator;nasal valve;nozovent;sleep apnea
106102,orced oscillation technique;muscle tone;obstructive apnea prediction;obstructive sleep apnea syndrome;upper airway wall compliance
106112,nesthesia;cholecystectomy;general;laparoscopic;mitochondrial myopathies;positive pressure respiration;sleep apnea syndromes
106113,olisomnography;resources;sleep apnea syndrome
106115,asal packing;nocturnal oxymetry;obstructive sleep apnea
106117,aytime blood pressure;nighttime blood pressure;plasma catecholamine;urinary catecholamine
106118,lozapine;obstructive sleep apnea;progressive supranuclear palsy;remsleep latency;sustainedrelease ldopa
106119,hildhood infections;obstructive apnea;pineal gland
106120,besity;obesity management
106122,acteriology;immunoglobulin e;microorganisms;obstructive apnea;serology
106125,pneas;infant;sleep
106126,ognitive functions;geriatric patients;hypoxemia;obstructive sleep apnea;oxygen therapy
106144,olysomnography;screening test;sleepdisordered breathing
106147,cetazolamide;control of breathing;hypercapnia;hypoxaemia
106149,ediatrics;restless sleep;sleep;sleep related breathing disorders
106150,rowth hormone secretion;igf;nasal breathing;slow wave sleep;snoring
106151,ultiple system atrophy;nasal cpap therapy;quality of life;sleeprelated breathing disorder
106154,rtificial;home care service;lung diseases;obstructive;oxygen inhalation therapy;respiration;respiratory insufficiency;tracheotomy
106159,lood pressure;heartassist device;lung;physiology;respiration
106160,erebrovascular reactivity;sleep apnoea syndrome;transcranial doppler
106161,arcolepsy;obstructive sleep apnea;sleep disorders;somnolence
106162,utonomic function;brainstem;central sleep apnea;down syndrome;heart rate variability;obstructive sleep apnea;spectral analysis
106163,cceptance;compliance;continuous positive airway pressure;excessive daytime sleepiness;obstructive sleep apnea;splitnight protocol;treatment
106164,pap;sleep apnea;treatment
106166,llergic contact dermatitis;alopecia areata;continuous positive air pressure;depigmentation;diethylthiourea;lack of crosssensitivity;rubber chemicals
106170,ietary therapy;sleep apnoea;weight loss
106172,drenergic receptor;isoproterenol;sleep apnea
106173,pnea;carbon dioxide;co drive;control of breathing;drive;humans;mammals;sleep;sleep apnea
106174,ender;genioglossus muscle;obstructive sleep apnea
106175,ugmented breaths;infantile apnea;sleep;sleep startle;sudden infant death syndrome
106177,ung;lung diseases;pet
106179,aytime sleepiness;disorders of excessive somnolence;epidemiology;hypersomnia;sleep stages;surveys
106180,pnea;cephalometry;fiberscopy;index;obstructive;of the severity;polysomnography;sleep;syndrome
106181,ompliance;continuous positive airway pressure;diagnosis;side effects;sleep apneahypopnea syndrome
106188,lcoholism;periodic leg movement;relapse;sleep
